place_id,type,name,lat,lng,author_name,rating,text,opening_hours,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
ChIJxTltkDZTUkYRgva6mUacehY,restaurant,DR Koncerthus restaurant,55.6578199,12.5889487,Louise Borg,1,"Your waiter, who has had the first day, told us that the wine menu was part of our order, but that we only had to say if we wanted something beyond that. We then ordered a water. When we then have to pay, they demand DKK 350 from us, as the wine was obviously not included, which we are very surprised by.
It totally ruined the experience for us! It's really critical that they haven't included their employee in the menu when that was pretty much what everyone got this evening! Leaving there with a great feeling of having been robbed.",{},,,,,,,
ChIJxTltkDZTUkYRgva6mUacehY,restaurant,DR Koncerthus restaurant,55.6578199,12.5889487,Lars Pedersen,2,"Really bad food - sensible service. We had 3 courses before the concert “Amazing Christmas”. The starter was smoked cod. It was very tough and the meat was ""greasy"" - none of us could eat it :-(
Then duck years that were also cool and with completely inadequate accessories. A spoonful of mashed potatoes :-(
We hoped until the end that they could save some of the glory with Ris ala manden which we were supposed to have for dessert. Here, too, we were confirmed that we will never set foot in this restaurant again. It had been produced several days before and had pulled the skin - it was a decidedly embarrassing affair for the restaurant. Fortunately, it was a good experience to see the concert hall itself. And the only reason they didn't get only 1 star was that the service was quite reasonable :-)",{},,,,,,,
ChIJxTltkDZTUkYRgva6mUacehY,restaurant,DR Koncerthus restaurant,55.6578199,12.5889487,Prebens PengePungs Påfund,2,"Mediocre food. Adequate service, but without a permanent waiter. It is difficult to get to the toilet, as it is at the other end of the concert hall.
The acoustics were terrible, which is ironic given the location of the restaurant.",{},,,,,,,
ChIJxTltkDZTUkYRgva6mUacehY,restaurant,DR Koncerthus restaurant,55.6578199,12.5889487,Henriette Stjernegaard,2,"Hi - We were a group of 12 people who ate at the restaurant on 15/12. What, together with the subsequent concert, should have been an all-round experience for a group of people who normally cannot afford this, was marked by a dull start with stressed and cranky service. The vegetarian dishes had to be pre-ordered, we were told, and the waiter said it was on the website. It didn't - and I've just checked for the third time, it says nothing about that! Not even in the nice emails we received leading up to our visit was there anything about this. After some ping-pong, the waiter offered to inquire in the kitchen about what was possible and reported back that they could handle one vegetarian main course. Thank you! When we asked for extra bread, we were told that we had received three baskets with four loaves in each - so one for each 😉. Yes, it was true, but that's why you can ask for more. It was the whole tone that was boring. We felt inconvenienced and not welcome.
The two stars are for the very tasty food.",{},,,,,,,
ChIJxTltkDZTUkYRgva6mUacehY,restaurant,DR Koncerthus restaurant,55.6578199,12.5889487,Arne Maagaard,2,"In connection with the Hollywood gala, we had bought tapas for four people. We were given two trays each containing tapas for two which consisted of:
- a bread basket with four small airy buns
- a bowl filled with humus - on the lid a slightly strange fish dish
- a bowl with 2-3 slices of Parma ham, on the lid a small dry onion pie
- a bowl with 8-9 olives and a little artichoke - on the lid smoked cheese with a little cucumber
The price for the glory was DKK 190 per person, which was very expensive compared to the somewhat meager meal. If there had been more bread, it would have helped the experience, so you would have had something to use the very large portion of humus and smoked cheese for.",{},,,,,,,
ChIJaYFmcd1TUkYRQpgFM1bl5ow,restaurant,Living Kitchen by Zoku Copenhagen,55.6565898,12.5921397,Daniel Vlas,5,"We had a small wedding celebration in August this year and it was the best idea ever to have it at the rooftop. Generally, I don’t think you can actually rent a rooftop in Copenhagen, however the guys from Zoku went extra mile. We had a dedicated event organiser and a special menu for the dinner.
Everything was great and all our guests loved it, the place 🏰 the food 🍗 and of course the view 🌅
Thanks a lot guys 🤩","{'Monday': '08:00AM - 09:30PM', 'Tuesday': '07:00AM - 09:30PM', 'Wednesday': '07:00AM - 09:30PM', 'Thursday': '07:00AM - 09:30PM', 'Friday': '07:00AM - 09:30PM', 'Saturday': '07:00AM - 09:30PM', 'Sunday': '08:00AM - 09:30PM'}",08:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,08:00AM - 09:30PM
ChIJaYFmcd1TUkYRQpgFM1bl5ow,restaurant,Living Kitchen by Zoku Copenhagen,55.6565898,12.5921397,katrine JM,2,"Cool place, nice atmosphere, food was alright - but slow service (waited 20minutes for a simple cup of tea at a not very busy time), and pricey compared to the  portion sizes. It was","{'Monday': '08:00AM - 09:30PM', 'Tuesday': '07:00AM - 09:30PM', 'Wednesday': '07:00AM - 09:30PM', 'Thursday': '07:00AM - 09:30PM', 'Friday': '07:00AM - 09:30PM', 'Saturday': '07:00AM - 09:30PM', 'Sunday': '08:00AM - 09:30PM'}",08:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,08:00AM - 09:30PM
ChIJaYFmcd1TUkYRQpgFM1bl5ow,restaurant,Living Kitchen by Zoku Copenhagen,55.6565898,12.5921397,Gregory Wilkinson,1,Tiny portions and expensive prices. Confused service. There are many much better places to go in Copenhagen.,"{'Monday': '08:00AM - 09:30PM', 'Tuesday': '07:00AM - 09:30PM', 'Wednesday': '07:00AM - 09:30PM', 'Thursday': '07:00AM - 09:30PM', 'Friday': '07:00AM - 09:30PM', 'Saturday': '07:00AM - 09:30PM', 'Sunday': '08:00AM - 09:30PM'}",08:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,08:00AM - 09:30PM
ChIJaYFmcd1TUkYRQpgFM1bl5ow,restaurant,Living Kitchen by Zoku Copenhagen,55.6565898,12.5921397,Ben Hart,3,"The eating area is very nice. Cozy, comfortable, and convivial. I've eat there twice and found the drinks and food are OK. There are much tastier restaurants in Copenhagen at this price range. But, it is a lovely place to stay and a great place for a meeting!","{'Monday': '08:00AM - 09:30PM', 'Tuesday': '07:00AM - 09:30PM', 'Wednesday': '07:00AM - 09:30PM', 'Thursday': '07:00AM - 09:30PM', 'Friday': '07:00AM - 09:30PM', 'Saturday': '07:00AM - 09:30PM', 'Sunday': '08:00AM - 09:30PM'}",08:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,08:00AM - 09:30PM
ChIJaYFmcd1TUkYRQpgFM1bl5ow,restaurant,Living Kitchen by Zoku Copenhagen,55.6565898,12.5921397,Péter Schmidt,1,"We waited over half an hour on pancakes and bacon with eggs for brunch, while there were only two tables beside us.","{'Monday': '08:00AM - 09:30PM', 'Tuesday': '07:00AM - 09:30PM', 'Wednesday': '07:00AM - 09:30PM', 'Thursday': '07:00AM - 09:30PM', 'Friday': '07:00AM - 09:30PM', 'Saturday': '07:00AM - 09:30PM', 'Sunday': '08:00AM - 09:30PM'}",08:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,07:00AM - 09:30PM,08:00AM - 09:30PM
ChIJAc73AklTUkYRlFmASE0rYqU,restaurant,H3 Fiskerestaurant,55.6642015,12.6014001,Joanna Gavins,5,"Enjoyed one of the loveliest meals I’ve ever had here at the end of May. Beautifully cooked food and impeccable service in relaxed and cosy surroundings. Just perfect. We chose the ‘evening at H3’ set menu, which comes with an aperitif and wine pairings. It was beautiful. Unpretentious and delicious dishes, served by knowledgeable and friendly staff. Can’t recommend it highly enough. ⭐️⭐️⭐️⭐️⭐️","{'Wednesday': '05:30PM - 08:00PM', 'Thursday': '05:30PM - 08:00PM', 'Friday': '05:30PM - 08:00PM', 'Saturday': '05:30PM - 09:00PM', 'Sunday': '05:30PM - 09:00PM'}",,,05:30PM - 08:00PM,05:30PM - 08:00PM,05:30PM - 08:00PM,05:30PM - 09:00PM,05:30PM - 09:00PM
ChIJAc73AklTUkYRlFmASE0rYqU,restaurant,H3 Fiskerestaurant,55.6642015,12.6014001,Lavinia Silvi,5,"If you want to try some fresh local fish, this restaurant is the place to go. The dishes maintain tradition with a gourmet twist. All very good and with right portions.  Excellent value for money. The place is modern & cozy, the atmosphere is relaxed and friendly. The service is fast, attentive and kind.","{'Wednesday': '05:30PM - 08:00PM', 'Thursday': '05:30PM - 08:00PM', 'Friday': '05:30PM - 08:00PM', 'Saturday': '05:30PM - 09:00PM', 'Sunday': '05:30PM - 09:00PM'}",,,05:30PM - 08:00PM,05:30PM - 08:00PM,05:30PM - 08:00PM,05:30PM - 09:00PM,05:30PM - 09:00PM
ChIJAc73AklTUkYRlFmASE0rYqU,restaurant,H3 Fiskerestaurant,55.6642015,12.6014001,Sofia Denoux,5,"The fish and chips in Copenhagen!!
My hubby is from a fish town in England and he love it, and he is very critical regarding fish and chips from other countries 😎
Service and food really nice!
We are coming back soon!!","{'Wednesday': '05:30PM - 08:00PM', 'Thursday': '05:30PM - 08:00PM', 'Friday': '05:30PM - 08:00PM', 'Saturday': '05:30PM - 09:00PM', 'Sunday': '05:30PM - 09:00PM'}",,,05:30PM - 08:00PM,05:30PM - 08:00PM,05:30PM - 08:00PM,05:30PM - 09:00PM,05:30PM - 09:00PM
ChIJAc73AklTUkYRlFmASE0rYqU,restaurant,H3 Fiskerestaurant,55.6642015,12.6014001,Ljiljana Tabakovic,5,My favorite among the fish restaurants in town.  The food is very tasty and generous portions.  The staff is extremely friendly and kind.  See you again!,"{'Wednesday': '05:30PM - 08:00PM', 'Thursday': '05:30PM - 08:00PM', 'Friday': '05:30PM - 08:00PM', 'Saturday': '05:30PM - 09:00PM', 'Sunday': '05:30PM - 09:00PM'}",,,05:30PM - 08:00PM,05:30PM - 08:00PM,05:30PM - 08:00PM,05:30PM - 09:00PM,05:30PM - 09:00PM
ChIJAc73AklTUkYRlFmASE0rYqU,restaurant,H3 Fiskerestaurant,55.6642015,12.6014001,Natasha Figueroa,5,"Had my first experience there yesterday, and was impressed! Small menu that was perfectly executed. Great service. Cosy atmosphere. I only wish it was closer to home, then i would go all the time.","{'Wednesday': '05:30PM - 08:00PM', 'Thursday': '05:30PM - 08:00PM', 'Friday': '05:30PM - 08:00PM', 'Saturday': '05:30PM - 09:00PM', 'Sunday': '05:30PM - 09:00PM'}",,,05:30PM - 08:00PM,05:30PM - 08:00PM,05:30PM - 08:00PM,05:30PM - 09:00PM,05:30PM - 09:00PM
ChIJ14Eq8UhTUkYRhV2OSvuDh4U,restaurant,Pasta House,55.66452659999999,12.6001512,Jaakko Kronqvist,5,"Having eaten basically nothing but pizza in Rome and Napoli two weeks prior, I can with confidence say this was the best pizza I've had.

The ingredients are fresh and there are plenty. I already ate half before remembering to take a picture for the review.
Also the only way I can describe the dough is that I've never had such a perfect blend of crusty and creamy. Like it comes from an old signature family recipe.

The owner is so wholesome and passionate it makes the athmosphere more welcoming than anything I've experienced before.

Just a heads up: like other have mentioned it is cash and (Danish) Mobilepay only, but they do seem to take euros with exact change as well if you forget :)

Either way, I will make sure to visit whenever I'm craving a pizza near Copenhagen!","{'Monday': '04:00PM - 10:00PM', 'Tuesday': '04:00PM - 10:00PM', 'Wednesday': '04:00PM - 10:00PM', 'Thursday': '04:00PM - 10:00PM', 'Friday': '04:00PM - 10:00PM', 'Saturday': '04:00PM - 10:00PM', 'Sunday': '04:00PM - 10:00PM'}",04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM
ChIJ14Eq8UhTUkYRhV2OSvuDh4U,restaurant,Pasta House,55.66452659999999,12.6001512,Susana Perez,1,"My experience at Pasta House was absolutely dreadful! From the moment we walked in, it was evident that the guy running the restaurant, presumably the owner, had no interest in serving customers. We made the mistake of arriving just 30 minutes before closing, and it seemed like he couldn't wait to shut down and go home.
To make matters worse, despite my boyfriend trying to be polite and ask about the pizzas in three different ways, this guy responded with sheer rudeness, threatening to kick us out if we dared say hello one more time.The restaurant itself was nothing to write home about either. It had an outdated, shabby appearance that made us question whether proper maintenance was ever done. Clearly, the owner didn't care about the overall ambiance or making guests feel welcome.

I must say, the customer service was the worst I've ever experienced. If you value being treated with respect and receiving good service, do yourself a favor and avoid this place.  Save yourself the trouble and find a restaurant that actually cares about its customers. The Pasta House is an absolute disaster and a perfect example of what not to do in the hospitality industry. THE WORST!","{'Monday': '04:00PM - 10:00PM', 'Tuesday': '04:00PM - 10:00PM', 'Wednesday': '04:00PM - 10:00PM', 'Thursday': '04:00PM - 10:00PM', 'Friday': '04:00PM - 10:00PM', 'Saturday': '04:00PM - 10:00PM', 'Sunday': '04:00PM - 10:00PM'}",04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM
ChIJ14Eq8UhTUkYRhV2OSvuDh4U,restaurant,Pasta House,55.66452659999999,12.6001512,Maria Cristina,5,"Cash only, so make sure you stop by an ATM. It was such a wholesome place with a wholesome owner. The food was great and so were the convos with the owner. I would definitely come back.

Best of luck to you!
-your friend from California","{'Monday': '04:00PM - 10:00PM', 'Tuesday': '04:00PM - 10:00PM', 'Wednesday': '04:00PM - 10:00PM', 'Thursday': '04:00PM - 10:00PM', 'Friday': '04:00PM - 10:00PM', 'Saturday': '04:00PM - 10:00PM', 'Sunday': '04:00PM - 10:00PM'}",04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM
ChIJ14Eq8UhTUkYRhV2OSvuDh4U,restaurant,Pasta House,55.66452659999999,12.6001512,Soňa Leláková,4,"It’s very difficult to distinguish CPH Italian pizza places (We’re talking about pizza in the price range 65-90kr.) some of them the only thing that is Italian is the name and pizza taste like from kebab place some are trying but its very poor but this one really surprised me.

The dough was chewy but crispy. The ingredients were just enough. The only minus was the waiting time but it’s understandable as it was Saturday evening.

Definitely coming back. 🍕","{'Monday': '04:00PM - 10:00PM', 'Tuesday': '04:00PM - 10:00PM', 'Wednesday': '04:00PM - 10:00PM', 'Thursday': '04:00PM - 10:00PM', 'Friday': '04:00PM - 10:00PM', 'Saturday': '04:00PM - 10:00PM', 'Sunday': '04:00PM - 10:00PM'}",04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM
ChIJ14Eq8UhTUkYRhV2OSvuDh4U,restaurant,Pasta House,55.66452659999999,12.6001512,Kendle Schooler,5,"Delicious authentic Italian food, owner was friendly and did his best to communicate and converse in English.","{'Monday': '04:00PM - 10:00PM', 'Tuesday': '04:00PM - 10:00PM', 'Wednesday': '04:00PM - 10:00PM', 'Thursday': '04:00PM - 10:00PM', 'Friday': '04:00PM - 10:00PM', 'Saturday': '04:00PM - 10:00PM', 'Sunday': '04:00PM - 10:00PM'}",04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM,04:00PM - 10:00PM
ChIJvdgcFUBTUkYRuI4kXYxEZu4,restaurant,Blue Elephant,55.6672343,12.5860929,Jens,2,It used to be good. But this year the Food really lost its good and authentic taste. Rather tasteless and not balanced in the flavours. Maybe they had a change in chef. Service has also seen better days. It feels like the waiters do not dare to take independent decisions without checking with the boss lady first.,"{'Tuesday': '05:00PM - 11:00PM', 'Wednesday': '05:00PM - 11:00PM', 'Thursday': '05:00PM - 11:00PM', 'Friday': '05:00PM - 11:00PM', 'Saturday': '05:00PM - 11:00PM', 'Sunday': '05:00PM - 11:00PM'}",,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM
ChIJvdgcFUBTUkYRuI4kXYxEZu4,restaurant,Blue Elephant,55.6672343,12.5860929,Dan Bohmann,5,"Super nice and cozy restaurant.. where they went over and beyond decorating I the Thai way. There is even fishpond inside.

The food is very well cooked and arranged beautifully on the plates. And the waiter is taking good care of the guests in a nice and calm Thai-way.","{'Tuesday': '05:00PM - 11:00PM', 'Wednesday': '05:00PM - 11:00PM', 'Thursday': '05:00PM - 11:00PM', 'Friday': '05:00PM - 11:00PM', 'Saturday': '05:00PM - 11:00PM', 'Sunday': '05:00PM - 11:00PM'}",,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM
ChIJvdgcFUBTUkYRuI4kXYxEZu4,restaurant,Blue Elephant,55.6672343,12.5860929,Francesco Maffei,1,"Astonishingly poor service.

Had booked and arrived on time, no-one at the desk with the booking book so waited patiently.

Occasionally the manager would look over in this direction.

Slowly other people arrived, until a queue of four people were waiting to be seated.

The manager dealt with a takeaway, took a couple of takeaway orders on the phone, and during quiet moments would look around the restaurant scowling.

Periodically looking at the queue of people, but not reacting in any way at the patiently waiting customers.

Eventually a harassed waitress, between serving tables, came to see what the guests wanted.

Upon checking the booking she started leading me in, at which point the manager scowled, loudly proclaiming she was waiting for a group of 5 people and was full.

Upon being informed I had a booking, she scowled again, and angrily gestured at an empty table.

The helpful and friendly waitress prepared the table and showed me to the seat with a menu.

20 more minutes later, with no sign of an order being taken (which appeared to be the case at multiple tables), I left.

The place looked lovely, but the unpleasant attitude and disdainful approach displayed by the manager was astonishing.

I have no idea about the food as 30 minutes essentially ignored for a pre-booked table was too much for me.","{'Tuesday': '05:00PM - 11:00PM', 'Wednesday': '05:00PM - 11:00PM', 'Thursday': '05:00PM - 11:00PM', 'Friday': '05:00PM - 11:00PM', 'Saturday': '05:00PM - 11:00PM', 'Sunday': '05:00PM - 11:00PM'}",,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM
ChIJvdgcFUBTUkYRuI4kXYxEZu4,restaurant,Blue Elephant,55.6672343,12.5860929,Peter Forsberg,5,Visited Blue Elephant during my stay at the Radisson Blu. Great and friendly service with good authentic Thai food. Reasonable pricing. Blue Elephant delivered on a Thai experience close to being in Thailand. Will definitely pay this restaurant a visit during my next stay.,"{'Tuesday': '05:00PM - 11:00PM', 'Wednesday': '05:00PM - 11:00PM', 'Thursday': '05:00PM - 11:00PM', 'Friday': '05:00PM - 11:00PM', 'Saturday': '05:00PM - 11:00PM', 'Sunday': '05:00PM - 11:00PM'}",,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM
ChIJvdgcFUBTUkYRuI4kXYxEZu4,restaurant,Blue Elephant,55.6672343,12.5860929,L.E. Robbo,3,"Very long waiting times, order wrong and watery split sauces. Food quality a lowly 7/10.

Hefty bill to finish with, no compensation whatsoever.","{'Tuesday': '05:00PM - 11:00PM', 'Wednesday': '05:00PM - 11:00PM', 'Thursday': '05:00PM - 11:00PM', 'Friday': '05:00PM - 11:00PM', 'Saturday': '05:00PM - 11:00PM', 'Sunday': '05:00PM - 11:00PM'}",,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM,05:00PM - 11:00PM
ChIJRdXNeWpTUkYRoQQQaM2kPek,restaurant,Il Buco,55.66629580000001,12.5802929,Wietse Theeuwen,4,Il Buco makes the best croissants in Copenhagen! I have tried several places but these are definitely the best. Come in around 9 in the morning for a warm croissant straight from the oven. Il Buco also serves lunch and diner. I did have diner here as well but for me it wasn’t at the same level of the croissant. Diner was good but not as great. The portion size was to small for the price. The staff is super friendly and helpful and the prices are good. Breakfast prices are way better then dinner prices.,"{'Monday': '07:30AM - 12:00AM', 'Tuesday': '07:30AM - 11:59PM', 'Wednesday': '07:30AM - 12:00AM', 'Thursday': '07:30AM - 12:00AM', 'Friday': '07:30AM - 12:00AM', 'Saturday': '07:30AM - 12:00AM', 'Sunday': '07:30AM - 12:00AM'}",07:30AM - 12:00AM,07:30AM - 11:59PM,07:30AM - 12:00AM,07:30AM - 12:00AM,07:30AM - 12:00AM,07:30AM - 12:00AM,07:30AM - 12:00AM
