ID,text,annotator
87,The center usually works well but within the last 3 weeks there have been errors on several machines - including leg pressure,all
96,"Although atmosphere, helpful and turning staff. Many team options and nice atmosphere and indoor climate",all
97,Nice to come Puregym always smile staff and helpful,all
98,"I am generally happy with SATS, especially after having better opening hours. Sweet employees and usually good atmosphere on the ""floor."" However, there are some things that could be improved, including faster repair times of defective machines. 2-3 weeks is not all right, but unfortunately often a reality. Besides, you rarely see receptionists more, as these have apparently been given other tasks such as cleaning and cleaning up. I have also seen people go straight into my regular centre several times, without checking in, so unfortunately I also suspect cheating due to the often lack of reception staff. On the wish list is a SATS center in Hillerød:-) Otherwise I am perfectly satisfied with the 2 centres (BLOX and ABC) which I use primarily",all
101,"Sats Glostrup for your info: Once again, breaking into a locker in men's dress and car has been stolen.When you're standing on a treadmill you can see that more people just go in without signing in and are pretty sure they don't pay a quota. Especially at night There should always be one at the reception and hope you have surveillance camera.",Gino
109,"Zero stars and lack of focus in movement Glostrup Stadivæk defective machines. Showers that are defective, floors are broken.Cleaning is filthy.And again a new center manager, who absolutely no competences have, to maintain such a down worn center.And comment on boxing training, which in no way takes into account the rest of the center, due to lack of door, the music is insanely high.",Gino
110,"It seems that SATS only focuses on the large centres, for example in inner Copenhagen. I train among others in Vallensbæk. I have trained on the team with functional training for more than 5 years - the director is great. Now the team is closed with the reason that there are not enough participants on the team. No, there are no waiting lists on the team, debt offers quality and social cohesion. That's exactly what the smaller centres can offer, but it's obviously not a factor in SATS unfortunately.",all
112,"I work out in SATS in Nærum and after Thomas has started I've been working out there for 6 years, where the managers have changed out several times. BUT now it's under control. Thomas is present and attentive, the staff is the same and you always get a fresh remark when you come to the training.Here is clean and neat and manage everything. A super feel every time I work out and it's at least 5 times a week •MvhMona •",all
114,"Really delicious machines, good teams, cute employees, value for money, but there could be a need for some extra cleaning in the lady dress in general. Perhaps this is because most men are employed, which therefore does not access the dressing room just as much? But overall it is Nice",all
121,"Arriving on SATS Glostrup. Now 1/3 of the spinning bikes have not been operational for six months, and the rest have not been maintained. If it wasn't for the instructors then I would have stopped my membership.",all
122,"In SATS Vallensbæk you will always be greeted with a smile and good service. If you are in doubt about anything, you can just ask either the staff or one of the other users.",Gino
124,"In the period when I was at Sats, it wasn't always that sauna or the cold shower worked. The cables also broke often, and it took a long time before it was fixed. It was a period of austerity, and a hard economy, so that's what it is. However, it's still not optimal.What really suits me is that I could no longer train, so I would quit my subscription. Sats offer me 2 months of rest free. I accept that.I find out that I can no longer train, so I say the abonnoment up. It also means that the rest state is terminated, and that I have to pay from today's date of +1 month. Current plus a month is very normal, but that they don't clearly indicate that the rest state they had offered me will be terminated disappointing me much.I am 20 years and have always played sports. After I have finished marathon in the beginning of November, I will not report me into fitness again that the customer. I have been able to earn more.",Gino
128,"It's a shame that so fine service delivered yesterday and today to my wife and I - by Liv and Oliver in the *helsinore department, is technically complicated (computer) due to a problematic registration due to it's a campaign offer. You should be told that it takes about 20-25 minutes to sign up before you say ""yes thanks"" to the offer. Too bad that Dankort's machine doesn't funk when you try both with chip and wireless and you have to sign up through the iPad. Skranke service should be faster - but it's just not and it's a shame when you have such skilled and service minded staff. Thanks a lot to Life and Oliver and all the technical stuff can go somewhere. Therefore minus a star. The offer in itself is fine and I look forward very much to an hour with Christian who has been recommended by several from SATS.",Gino
129,"(The review is written after 8 visits to the center over period of two months. In addition, I have a roommate who uses the center considerably more often, who has the same experience) There is a lack of general management of the center, otherwise it wouldn't be so bad... There is a lack of consistent hand alcohol in half of dispensations. - All toilets are grossly disgusting. It looks like no toilets are checked more than 2-3 times a day, which is absurd when you think of the amount of people who use the center daily. Staff should go a round every hour in peak hours, but move rarely from the counter, even when there are more at work. In addition, the toilets smell like a lack of basic cleaning (other than emptying the trash can and cleaning mirror) - no water vending machines, which means that you are forced into disgusting toilets to fill your small water bottle. - Several cabinets in the men's dressing room do not work, which means that it can be difficult to find a closet in any way.",all
130,"I ask if the music can be turned down a bit when I work out at the center. Only in the evening when there are few guests left and almost everyone hears sound in their own headphones. Typically, the employee says of course and turns down a little. This evening I saw that they turned up higher instead of turning down - when I asked for the second time. At 9.15 p.m. and pretty much everyone heard their own sound. But there was a group of employees hanging out in the desk. (together with what emerged as a group of friends) All my family appreciates training in the center and we use our own personal trainers. But today I experienced a flabet and unengaged service (in particular from one of the employees) It was more important that the staff had a party than that they as a guest felt welcome.I wanted a handshake of the employee as a sort of regret. And possibly in making it clear whether it was reasonable to ask for the music?",Gino
131,"The central part of the Sats provides small customer service - which is rooted in the bills, and is required to pay an amount without being informed of the reason.",Gino
132,"SATS Glostrup's sauna is always broken, 2-3 times a month it's broken. The cold shower hasn't worked for 2 months either. Find another center!!",all
134,"SATS Glostrup's sauna is always broken, 2-3 times a month it is broken. The cold shower hasn't worked for 2 months either. Find another center where these things might work otherwise find another provider of fitness.",all
139,"Keeping an eye on your bills - SATS likes to add extra payments without informing you about it.Your systems are in such a poor condition that they remove campaign benefits. In my case, it gave an extra bill on a month's subscription. Furthermore, they provide in the centers a wrong guide when it comes to setting up payment methods. If you sign up after 14th of the month, you must add payment methods to the center so that they can use the chosen method for the coming month. I was told in the center that I should just have done it before the next 14.Your payment department by phone is fairly cold and indifferent to their centers providing incorrect information upon registration. As well as that their systems impose extra payment without it being written anywhere.All in all this is not a business that I personally would trust. They cheat their customers and disbelieve all responsibility.",all
140,Have of 2 laps experienced that they withdraw money even though I have put my subscriber on hold,all
141,I'm impressed by our bike instructor Per Bille he is superbly skilled and can draw full house.Pump.Dangerous to let a not finished pump instructor teach. It happens on Mondays where non-trained instructor teaches.I get worried.negative due to cleaning and bathing conditions. Unfortunately.,all
142,"I enjoy being on Pernille's yoga team, just as I enjoy training alone.",all
144,"Great facilities, skilled & motivating instructors and a wide range of team training",Gino
145,"The headline is ""Adam your latest experience""...... that could be ""the latest experiences""!In general, I am very happy to get into SATS Vesterport, - but once a machine is broken it can take weeks before it is repaired.I have previously complained about my need for the same problem here on Trustpilot, and now it is mad again with a machine where the repairer has been called for weeks. LET!",Gino
146,"Outdated and dark roomsOutdoor based on the center of City 2 Tåstrup. It is advertised with bright and open rooms, as well as an only-for-women department. The rooms are dark and worn out with holes in the floor and old equipment. The machines from the only-for-women department are on loan to other rate centers that are missing. The acoustics are terrible and the music is annoyingly high. Could also use several cable towers. Generally need refreshment. Upcoming staff and fine dressing rooms. But you come for the training experience.",Gino
149,"Sats westernport Absurd bad service is the first...Absurd Bad service is the first theorem that I choose to start this review withThe evening to Wednesday I'll be met someone who doesn't say hello orler have a good day, she's busy talking to her colleague. seems so bad style and not least incredibly bad service.",all
151,Because of illness I didn't need my membership and was recommended to suspend it for 45kr a month. After 1 month I would then cancel completely and then get to know that I can only by paying a full month regardless I can't make use of it. I have then paid for 2 months plus a month in suspension and I haven't been to the center once!!-----updated 24-8. Sats has after the above contacted me and we have found a solution that satisfies us.,all
155,Be onest a least,all
158,"It looks worn out. Again machines that are out of service (3 pieces), machines that are rusted and machines that are removed",all
159,There's still a lot of treadmills out of service...... get 'em done or get 'em out of the way...,all
161,"Clean, friendly, super good gear",Gino
165,Feel welcome at the center,Gino
169,"Generally speaking, SATS Valby is a good place to train. They could invest in a little more weightlifting equipment, but it's a small thing. However, they have massive problems with people who don't clean up after themselves. The place is often one big mess where I have to clean up other people's mess before I can get started with my own training.",all
172,"They closed the steam bath, had bigger construction and still raised the price. And after all, I have to pay an extra month just to quit. Terrible business, unhelpful customer service.",all
173,It is delicious and clean in SATS Birkerød. They have a very good selection of machines,all
176,"The center is clean, the staff is always friendly. I train in Søborg.Gentofte is closer to me, but the center itself is very dark and there is too low a ceiling.Since there are always too many people in Gentofte, Søborg is much-much better!",Gino
177,Training is good enough! But clearly bad that there is almost no team is more!! TRX away from the Fish Square really bad it was a super team!!! You have to jump around between places it is straining,all
178,"SATS is completely updated and you will initially be happy when you are in good surroundings. Staff are always in meeting and pro-active even when it is 5 in the morning, where I primarily train. I work out in Kongens Lyngby. I am a Platinum member and have over 5000 member days. Kurt Bech, Kongens Lyngby",Gino
181,Bad customer service... you have to chat with them instead of being able to talk to them. When they don't know what to answer then they close the chat. Not exactly the best customer service I'd say. Don't recommend this to anyone.,Gino
182,As always a good training with Michael in Birkerød,Gino
183,I have been on teams in Abc and Falkoner since 2004. Can very highly recommend!!!,all
185,"SATS is a great place to train.Synes I get a good service, both from the staff at the reception, but especially from the various instructors I meet when I'm on hold... Many centers. As a minus I think that many of the centers are now in need of a thorough renovation/upgrade. There's no ""luxus"" over SATS longer than other centers. Changing the two centers where I work out is very worn out, the showers are bad. And the machines are very long to be made when they break - a ""technician is called"" sign can sit long time on a machine before the error is corrected.... When I still give 4 stars it's because SATS is just a nice place to come, and there's always a really good mood no matter which center I train in. So once again, great praise to the staff....",Gino
186,"My favorite gym at Nygårdsvej, especially after Betina started as center manager and not least staff,they do it really well.Members should be better at cleaning up after themselves.Eternal problem...:)But the music in the center is often very high (at least early morning) and it is often hip hop and gangsta rap,maybe you should try the music that addresses a wider audience,all have earphones in the ears alligivel,music can be so loud that you can't hear your own music in earphones and I address myself to staff,but they aren't much to turn down.",Gino
187,Solid training with Jacob.We gave it gasCan be recommended,all
188,"Incoming personnel, clean rooms and machines, no mess.",all
189,Again Karen in Herlev is the best and sweetest instructor •,all
190,"I paid for my membership three days ago and still haven't received a confirmation of registration or activated my membership. This hasn't happened, despite the fact that I was assured that it would be done today when I called in at 08:30.It's already impeccable that you have to wait from payment to the creation of membership, but it gives an even worse experience when you are given a prospect that doesn't happen.",all
191,"Nice selection for machinery equipment etc. however, unfortunately too hot, summer as winter. Also poor cleaning by machinery and equipment.",all
194,"I am pleased with the positive development of team plan in Vallensbæk center. We have got one of the best instructors/hours within Pilates (Zsusanna) and Stram op (Janni). In addition, I am pleased with an energetic Body Jam (Annetta).",all
196,There could be 1-3 rowing machines underneath. +2-3 hand bike trainers in SATS Valby.,all
197,There is a good atmosphere and the teams I go on are super intensive. I feel comfortable when I've trainedRødovre - absolution and bodypump with Grethe Ziegler,all
198,"The indoor climate in SATS valby is so poor that it is tragic.The problem has supposedly been going on for many years.I am incomprehensible that you are content with this obvious problem when you have the country's most expensive subscription prices.The unhealthy indoor climate creates discomfort and great discomfort for the training course, and it can be felt very much by all visitors.Get control of your ventilation system! It is the least you have to offer your members. An indoor climate with heavy, humid air can bother the airways, and it is under all criticism that a fitness centre completely neglects this.",all
199,"Now this center at Frederiksberg Everyone soon had a sauna theme throughout the center for a month, now get the ventilation system done.",all
200,Super spinning 2.0 with super instructor now we just hope there will soon be new spinning bikes they are some of the tomahawk bikes they might need a replacement they are mega gsmle,Gino
201,"I have been a member of Sats for years and in Glostrup we have pointed out the following problems just as long as I can remember: The Ventilation in the bike hall doesn't work well enough, black plates on the windows make the hall even warmer and so it's generally not very clean in the center. It's said to all the center managers who have been in the last many years, we've complained to Sats through customer service...Well, there's not what we've tried.But nothing has happened...simplen NOT. It's expensive to train in the Sats and especially the bike hall gets 0 stars.The bike instructors get 5, absolutely the only reason we get to go to the center.SATS answer 27.6: clearly shows you's policy and silly explanations.The black plates are coming to the sun and there's gotta be a glass.",Gino
204,"Terrible course with the rate, Sats sends mine to the debt collection even though I have given both my account and short information. Shame you.If I could give 0, then I would have done it.",all
206,"Can't complain. They do their job very well and are nice to help. I love the classes and there is many to choose from. I look forward to Denmark opening up properly again so we don't need masks in the gym though 😉
Update! No masks! So nice! I've missed it!🥰",Gino
208,Love this gym! Best instructors and facilities. Only FW gym on Funen that has Crossfit classes. Very good and big crossfit area as well,all
209,Fine place but watch your parking meter.,Gino
211,"Good equipment , not a busy location so it’s great. Staff friendly 😊",all
213,"Nice enough local centre, but many of the machines are broken (and have been for the past several months without being fixed) and other machines are so badly maintained that it's a matter of relatively little time before they break.
There is also a super bad culture in relation to cleaning, the likes of which I have never seen.
The staff are nice enough, although they are not around very often.",Gino
214,"Friendly staff, good instructors and nice bathing conditions",all
216,"Ventilation in the summer is terrible, otherwise decent place",all
217,Slightly tight but got everything you'll need for a proper workout.,Gino
219,"Clean, nicely structured, good and well maintained equipment! 2 thumbs up.",all
223,I think they should add more classes and more times to go,Gino
226,"Good gym with a very varied set of available equipment. Prices are cheap and it is open 24/7 with card access. Combined with good cleanliness and friendly staff, it's a good place to get in the daily workout.

Note that unlike most other gyms in the area, this particular Fitness World allows a cheaper membership that is ONLY valid for this one location. If you don't want access to multiple locations, this can yield extra savings.",all
229,"They offered me a price for the first two months of 99kr but then they asked me for pay the full price for the second month and they didn't fix this yet, so they lie in their offers.",Gino
234,I broke my back,all
237,A great place to work out. Professional and friendly staff who's always ready to help out. Can definitely recommend.,Gino
239,Nice center with friendly staff. Messes up a bit from time to time though,Gino
240,Gloves for boxing are very bad,all
243,Horrible placement and expensive subscription. No staff there to help either.,Gino
249,"Bondovej gym has been my regular and favorite gym for the last 2 years. Primarily because, in my opinion, it is the best pure gym center in this part of Odense🙃

equipment :
there is a lot of different equipment to choose from and it mainly consists of technogym plateloaded and machines as well as cable towers and there is a good mix of new and old, which appeals to me as I am a fan and often like the old equipment best. There is a sea of ​​grips and handles for the back and the same for the tricep and bicep. The only thing missing is a good seated cable row 🤫

Atmosphere/premises:
The center itself is divided into 3 large rooms with lots of space and high ceilings, it gives a nice spacious feeling even when there are many people. The division is great and is set up in a very logical context. The people are super nice and nice and there is really a feeling here that there is room for everyone! 🥰

Service:
The employees are just the nicest people and there is always time and energy for a hello or a little chat 🫠they are good at receiving rice and praise and listening to us users, so a huge pat on the back from here and keep having one of the best gyms in Odense😉",all
251,"This gym offers all items, equipment and facilities that you would need. There are two big weightlifting areas (including barbells, dumbbells and machines), a big cardio area (treadmills, crosstrainer, stepper, cycles, ...), an area with the usual workout machines, a TRX area and in the one weightlifting area you have some open space to do your own workout (there are spinning ropes, medicine balls, kettleballs, asults, ringes, etc.). Moreover there are two course rooms (1 for spinning, 1 for everything else). They offer a decent amount of fitness classes (the only thing I am missing is Body Combat). And I really like the 'freestyle' courses like Crossfit and Functional, because they include different equipments and are usually with only a few people so the trainer can focus on you. Everything is very clean, including the shower facilities. There is also a sauna and a steam bath. The ladies changing room comes with big mirrors, hair dryers and hair straightener. It's usually not to crowded and in my opinion super cheap (99 DKK for students).",all
255,"A nice training center with nice employees. There are always things that can be done better - e.g. it would be nice to have a water dispenser or more teams at the weekends. :)
Overall a wildly delicious place to train.",Gino
261,All modern equipment are available at a reasonable subscription rate. Definitely I will join soon.,Gino
262,"Good facilities, but it is in dire need of better climate control. It's only about 19c outside now but the inside the gym is burning (when doing workouts obviously). The group hall is even worse because they're not allowed to open the windows.",Gino
263,"Signed up and regretted my subscription within the 14 days cancellation period. I had a very, very hard time getting them to understand that I should not pay for the rest of the month + 1 month if I cancelled within 14 days (they even asked if I had actually READ their terms, which I had ... and turned out their center-leader had not, which was very awkward for her). I can't recommend Fitness World.",Gino
265,"I checked on their website that they are open and offer one-time visit. I came, waited for 10 minutes - no administrator appeared (the client/members were there), and then I left this place.",Gino
276,Very nice gym. I got a week pass for 110 dkk or something like that wich is really surprisingly cheap for this quality gym. You can also do daily passes. The only thing to bear in mind that after 6pm and on the weekends there is no one to check you in so come before if you want to singup and then you can use the gym using a card until midnight.,Gino
279,Gym has only very limited service times. Impossible to workout after this time if you only want to workout for a day.,Gino
280,Great Gym- I was a bit nervous as this is my first time to a gym in Denmark but the front staff was very friendly and helpful. For 99DKK I could get a pass for a week. It opens from 5:30 AM to 10:00 PM. The timing showed in google is when front staff is available. You need an access card to enter so if you are first times from overseas go after 8:00 AM so staff can open the door for you.,Gino
281,"Medium cleanliness, too few barbell racks compared to the total area this gym covers. Could be better, could be worse. It has never been too crowded and the clientele is nice.",Gino
282,"They always play games with pricing. Claim it's 134,50/month, then want to charge 143,18 with no explanation of the extra fee. It's clear you simply can't trust Fitness World.",Gino
283,"This gym is very clean, not overcrowded and reasonably priced. Give it a try.",Gino
285,"399 kroner for 1 month or 75 kroner for 1 day.  No commitment or long-term contract.  The gym has everything you could want, everything is new and very nice.  Staff is also very good.  Highly recommend.",Gino
287,"Nice place for a work out. Clean. Fairly good equipments. Within the price range of other facilities. A bit under-staffed, in my opinion. Difficult to find someone to ask a question. And even If you find someone, It is not sure you will get an answer...",Gino
288,Visited this gym during my vacation. It has Seen better times but Its still good to get some gains:-),Gino
289,Had my membership cancelled in the counter in proper time but still had to pay additional month.,Gino
290,"One can talk about broken machines or dirt in the changing rooms, but I realize that things can't be ideal all the time. So I'd say it all goes relatively well until one needs to talk to someone beyond the helping guys in the centre. The company doesn't have a phone number to call. They have a chat, which main purpose seems to relay a message ""Fill in the online contact form"". When you do, there is a waiting time from hours to days. And if you get an answer, it never changes regardless whether you can prove them wrong or lying. They merely stop responding. And there's nothing you can say to someone who is not willing to listen.",Gino
291,"Is the busiest fitness world what i ever seen before . It’s absolutely desastre. I cannot workout normally… today i make for 1h - just 3 exercises. I recommend to nobody subscribe there . They don’t care about the occupancy… (may be we need new covid pandemy) sale and sale new memberships. Also they grow up with the price ? For what? Unfortunately I’m looking for other place with a months; just here is noone option. I hope other companies make good the marketing. Repeat: not subscribe in this gym you will sorry a lot 😪 doesn’t matter the day; weekends ; evenings or mornings all the time is full full full , no one place free to work ! You pay your money for nothing!",Gino
293,"Really like this gym,  I just think it gets a bit dirty. They vacuum every day but that seems to be it.  A lot of equipment and different types: machines,  free weights, kettle bells, balls etc... and great space too",Gino
294,"They should put more space to park the bikes, it is very busy in the afternoon and I didn't like that they made me take off my shoes when that rule is not written anywhere",Gino
296,"Ok gym for a chain. Slection of machines is good, slection of classes not so good. Not crowded. Highlight is the two squash terrains. Downside - you cant reserve them online if you're not a squash member. Fitness membership doesnt help, you have to have a seperate squash membership.",Gino
300,"Great place to work out, the Dance Fit class was really good.  But as with all FW centers a good cleaning, would be great!",Gino
301,"I was told one thing in English, then made sign something else in Danish, so they could charge me for time I wasn't even in Denmark",Gino
302,"Pretty much every type of training equipment you find yourself needing. It is open 24/7 and has a nice system for entering and exiting. The place is clean and neat, and the atmoshpere is relaxed. A special plus about this center is the high ceilings making the air circulation very nice. Staff is always smiling and friendly, never felt that it was overcrowded with visitors, even at peak hours.",Gino
303,"One of the best places to train in Denmark. Many locations specially in Copenhagen, with good equipment.",Gino
304,"These 5 stars are for the hardworking staff who make this gym shine. If by some chance they have been laid off or furloughed due to the pandemic, please hire them all again.",Gino
305,This place is really nice... has tons of machines to use and is open 24hr. Perfect if your trying to avoid the crowds.,Gino
326,"I was told one thing in English, then made sign something else in Danish, so they could charge me for time I wasn't even in Denmark",Gino
370,"They raise membership prices without any warning, they closes the sauna without any explanations or due date, it takes them weeks to fix broken machines, and the changing room are usually disgusting at all times. No need to mention it is overly expensive, and that they don’t offer membership options (the only one being Mon-Fri until 3pm VS anytime, for 40kr difference). Furthermore, they brand it as Spa when there is only one small sauna which just reopened after several weeks, and is now missing features such as time and sensor. Unacceptable.",all
375,"Recently upgraded with new machines on top floor & Additional weights.
Kept decently clean, usually not too busy, sauna, large stretch/mobility area. Great staff.

The downstairs is where it's at. Racks on racks on racks all with full platforms. + A grass area for sleds and more.",all
377,"Great staff! Helpful and friendly!
But the center itself feels rusty and old compared to SATS on nørrebro.",Gino
382,"Unfortunately the gym is quite filthy all around. You cannot go and stretch on the mats without seeing the whole floor and the mat covered with little flakes (skin, dandruff...) and the smell of sweat. The dressing rooms are not any better. Generally, there should be cleaning happening at least 2-3 times a day. Now I already spoke with the employees and they said that they are doing it themselves and they only do it in the morning. That is a shame that the floor workers are taking care of the cleaning when there should be professionals doing it. This is not good enough. Additionally, the gym equipment and dumbbells are left lying around after use, so you cannot tell whether people are still using them. Not worth the money.",all
384,"The workers from the reception they don't even move... the service its so so bad... They don't have any qualification, the guy who gave me the subscription he didn't know how much I would payed and he lied to me.. he told me one month free, and I didn't get any month for free.. its was scam. Horrible service.",all
387,"For the money you pay the quality of the gym is very low.
- very dirty, everything is sticky
- for some reasons there are like hundreds of cardio machines and limited of lifting machines
- machines placed in a completely random order
- lack of weight plates and no order for these either
- showers slippery one needs to have Spider-Man abilities to walk there
- showers and sauna very dirty
- ok friendly staff",all
389,"Dirty, a lot of the equipment is broken. Basically only 3 toilets working at least for men. toilets are always very dirty.",Gino
390,"+ Big, nice view from some parts
+ Two nice saunas

- Small locker room, pretty dark. The lockers are tricky sometimes
- Crowded. No space because they have put equipment and machines in every corner of this gym?",all
391,"Small but cozy gym. Always very clean, well maintained and in order. The space is very open, doesn't feel suffocating. The equipment feels new. The atmosphere is great — people are respectful and welcoming and the employees are warm and friendly. It's not the biggest gym but has everything you need for weightlifting!",all
393,"Medium size gym with aerobics classes. Instructors and staff are professional and friendly. Amazing view over the water from 1. floor. Parking can at times be challenging and a bit hazardous, as the beach road is quite narrow with a lot of traffic, so be careful when exiting or entering car!",all
395,Excellent facilities with view to the ocean!,Gino
397,"The legend has it that the Sauna used to function once… it’s been out of order for months now. Escalators always out of order... 4 soap dispenser in men’s shower, always empty. So far worst Sats I’ve been to.",all
398,"While it is spacious and with the ability to brag about a wide variety of equipment, the standard of several machines, is low. Many of the treadmills are particularly noisy (moreso than one would normally expect) due to lack of maintenance, same with the exercise bikes. Lack of maintenance is one of the major characteristics of this center. Things are more than often quite worn, or parts might be missing from certain equipment.

While the staff is friendly, they don't, in my experience, care much about upholding the rules of the center. At this point, after 1,5 years of attending this SATS, it seems the the patrons can behave however they wish. People lob around their backpacks and dufflebags in the training area, they go barefoot and may talk on the phone loudly (normally I'd be completely fine, but the noise level is consistently high, even if I wear headphones blasting loud music). Along with this, hardly anyone puts the weight plates back where they belong and even fewer wipe down the machines/equipment after use (The older crowd is good at cleaning up after themselves though, kudos)
The mens changing room is usually not that pleasant an experience, the patrons like to cough and blow out their snot and phlegm  into the only sink in the dressing room, providing the rest of the patrons with even more unsanitary conditions. Sometimes it smells like someone is cooking in there. I'm yet to find the source of it, but it's an odd smell for a changing room.

All in all, the center could, by providing the patrons with proper, sanitary and pleasant exercise conditions, flourish much more than it is now. I believe it would take a good effort from the again, friendly staff, by making sure that rules are followed by the patrons.",all
399,Okay but it lacks mirrors (TRX area) and air circulation. An upgrade of the machines would also be helpful.,Gino
400,"The dirtiest gym that I have ever been to. Been here multiple times since it’s the closest one, but both the smell and mess is outrageous.",Gino
401,"They simply dont clean this place enough. It needs an extremely thorough cleaning and much much more regular cleaning.  I will omit the pictures from the showers.  Seriously, especially in the age of hygiene!",Gino
403,"General vibe bad. Situation seems like: ""We know we're not going to renew this lease, so let's put in the minimum effort and money and keep the place open."" They really should clean the equipment better, and more frequently, than they do.

You've only got about a 75% chance that the steam room is working in the men's lockers (and this was before they made up the lame excuse of energy cost). It often breaks, and stays broken for long periods of time, and has been closed for over a year and a half as of summer of 2023. No idea why they can't keep this running. There was also a missing plank in the sauna bench that took over 6 months to fix. So, maintenance is pretty bad all around.

Note that sometimes they do classes out on the gym floor on the second level. So you're somewhat constrained when that happens, and you best like the music they are playing or you'll want to be on the ground floor instead.",Gino
406,"Messy, unorganized and strange gym culture. Very urban.",all
409,Mohamad was a great help and went above and beyond. The customer service is top notch and I would recommend Sats to everyone!,all
411,"The locker rooms and bath facilities are in terrible condition. Rusty, dirty, and simply worn-out and broken. Also, the young people at the front desk are either not there or are sitting in the lounge area looking at their mobile phones. At least they could swipe the floor.",Gino
