ID,text,annotator
71,Cosy center and talented instructors.Bike instructors are always well prepared.,all
72,"It's a nice place to come🙂, and there's the training equipment you need",all
75,"One of the best centres I've visited, it's big, tidy, clean, and there's the tools that need to be.",all
77,Always high standard with cleaning and staff with accommodating,all
78,Good reception at reception and easy to get started again,all
81,Super atmosphere,all
87,The center usually works well but within the last 3 weeks there have been errors on several machines - including leg pressure,all
89,"Too much noise/ loud music from the team room Too little space, you sit/stand too close",Sanna
91,Generated that it was a good training today,Sanna
92,"Poor customer service fat physical attendance, even worse customer service online",Sanna
93,Trains mostly on teams in the center. There is always a good mood and plenty of Swede on the forehead after team training. So it is just as it should be,Sanna
96,"Although atmosphere, helpful and turning staff. Many team options and nice atmosphere and indoor climate",all
97,Nice to come Puregym always smile staff and helpful,all
98,"I am generally happy with SATS, especially after having better opening hours. Sweet employees and usually good atmosphere on the ""floor."" However, there are some things that could be improved, including faster repair times of defective machines. 2-3 weeks is not all right, but unfortunately often a reality. Besides, you rarely see receptionists more, as these have apparently been given other tasks such as cleaning and cleaning up. I have also seen people go straight into my regular centre several times, without checking in, so unfortunately I also suspect cheating due to the often lack of reception staff. On the wish list is a SATS center in Hillerød:-) Otherwise I am perfectly satisfied with the 2 centres (BLOX and ABC) which I use primarily",all
106,Nice jam dance team in Frb Falkoner 17.45 today. Good energy skilled present instructors. The center itself is very worn out and dark and bad treadmills. Becoming my regular center valby I will have strength training in and hope for several dance teams,Sanna
108,"After being a customer of SATS and always paying my bills (for overpriced) for 7 years, I changed my cell phone last month after I was hired by a new company. This meant that my bill was not paid on time - my mistake 100%. However, the next thing that happened was that SATS sent me directly to Indrum - an debt collection company of the worst drawer. Super disappointed with the treatment by SATS. On the other hand, really well to be made aware of how I can spend 400kr more every month than at a miserable company:-)",Sanna
110,"It seems that SATS only focuses on the large centres, for example in inner Copenhagen. I train among others in Vallensbæk. I have trained on the team with functional training for more than 5 years - the director is great. Now the team is closed with the reason that there are not enough participants on the team. No, there are no waiting lists on the team, debt offers quality and social cohesion. That's exactly what the smaller centres can offer, but it's obviously not a factor in SATS unfortunately.",all
111,"Super center with always cute employees and a perfectly perfect center manager who always takes the time to talk.There's everything you need for your training.One minus is that SATS has decided not to have signs up referring to people not having to sit and talk on the phone,it's super disturbing for all of us who don't work out with music in their ears...",Sanna
112,"I work out in SATS in Nærum and after Thomas has started I've been working out there for 6 years, where the managers have changed out several times. BUT now it's under control. Thomas is present and attentive, the staff is the same and you always get a fresh remark when you come to the training.Here is clean and neat and manage everything. A super feel every time I work out and it's at least 5 times a week •MvhMona •",all
114,"Really delicious machines, good teams, cute employees, value for money, but there could be a need for some extra cleaning in the lady dress in general. Perhaps this is because most men are employed, which therefore does not access the dressing room just as much? But overall it is Nice",all
121,"Arriving on SATS Glostrup. Now 1/3 of the spinning bikes have not been operational for six months, and the rest have not been maintained. If it wasn't for the instructors then I would have stopped my membership.",all
123,Clean and neat fitness centreLong opening hours and many different opportunities to train strength and fitness.,Sanna
129,"(The review is written after 8 visits to the center over period of two months. In addition, I have a roommate who uses the center considerably more often, who has the same experience) There is a lack of general management of the center, otherwise it wouldn't be so bad... There is a lack of consistent hand alcohol in half of dispensations. - All toilets are grossly disgusting. It looks like no toilets are checked more than 2-3 times a day, which is absurd when you think of the amount of people who use the center daily. Staff should go a round every hour in peak hours, but move rarely from the counter, even when there are more at work. In addition, the toilets smell like a lack of basic cleaning (other than emptying the trash can and cleaning mirror) - no water vending machines, which means that you are forced into disgusting toilets to fill your small water bottle. - Several cabinets in the men's dressing room do not work, which means that it can be difficult to find a closet in any way.",all
132,"SATS Glostrup's sauna is always broken, 2-3 times a month it's broken. The cold shower hasn't worked for 2 months either. Find another center!!",all
134,"SATS Glostrup's sauna is always broken, 2-3 times a month it is broken. The cold shower hasn't worked for 2 months either. Find another center where these things might work otherwise find another provider of fitness.",all
135,"We and our boys asked about it several times and were told that the money would come soon. We never got them out and wouldn't pay for the last time, of course, since we didn't get the money they owed us. We didn't use the subscription the last time. Now we've canceled the boys and their friends do the same. They also say that the general one is wrong with their customer service. Now they've signed us up for the debt collection and have announced that we've never made any objections even though we have lots of evidence on it.",Sanna
139,"Keeping an eye on your bills - SATS likes to add extra payments without informing you about it.Your systems are in such a poor condition that they remove campaign benefits. In my case, it gave an extra bill on a month's subscription. Furthermore, they provide in the centers a wrong guide when it comes to setting up payment methods. If you sign up after 14th of the month, you must add payment methods to the center so that they can use the chosen method for the coming month. I was told in the center that I should just have done it before the next 14.Your payment department by phone is fairly cold and indifferent to their centers providing incorrect information upon registration. As well as that their systems impose extra payment without it being written anywhere.All in all this is not a business that I personally would trust. They cheat their customers and disbelieve all responsibility.",all
140,Have of 2 laps experienced that they withdraw money even though I have put my subscriber on hold,all
141,I'm impressed by our bike instructor Per Bille he is superbly skilled and can draw full house.Pump.Dangerous to let a not finished pump instructor teach. It happens on Mondays where non-trained instructor teaches.I get worried.negative due to cleaning and bathing conditions. Unfortunately.,all
142,"I enjoy being on Pernille's yoga team, just as I enjoy training alone.",all
149,"Sats westernport Absurd bad service is the first...Absurd Bad service is the first theorem that I choose to start this review withThe evening to Wednesday I'll be met someone who doesn't say hello orler have a good day, she's busy talking to her colleague. seems so bad style and not least incredibly bad service.",all
151,Because of illness I didn't need my membership and was recommended to suspend it for 45kr a month. After 1 month I would then cancel completely and then get to know that I can only by paying a full month regardless I can't make use of it. I have then paid for 2 months plus a month in suspension and I haven't been to the center once!!-----updated 24-8. Sats has after the above contacted me and we have found a solution that satisfies us.,all
153,"I was happy to train there but I don't think it's too bad that Sats is sending people into debt collection because there's been an error in payment last month. I didn't know anything you sent an e-mail and I'm responding to that, and now I'm in debt collection Thank you for the Sats",Sanna
154,"Absurd bad service is the first sentence that I choose to start this review with. Sats are fundamentally built on cheating/ luring new students with their so-called 40-50% student discount, after a few months then it is downgraded to 20%. Which should almost be an offense in terms of false marketing, as you as the consumer think it applies to all the time that you are a student.",Sanna
155,Be onest a least,all
157,It's always a great pleasure to train on Clara's team in Elsinore. Her energy and good mood are very motivating,Sanna
158,"It looks worn out. Again machines that are out of service (3 pieces), machines that are rusted and machines that are removed",all
159,There's still a lot of treadmills out of service...... get 'em done or get 'em out of the way...,all
162,"You need new machines, it floats with paper, the toilets in the dressing room are disgusting, dumbbells are set up randomly and sometimes scattered around the center, other customers hardly ever put weights in place.Apart from the machines, the above can be corrected by starting to set requirements for customers.",Sanna
166,"Withdrawal is completely impossible and impossible to get in touch with the company.This has been tried through ""MIN SIDE""",Sanna
169,"Generally speaking, SATS Valby is a good place to train. They could invest in a little more weightlifting equipment, but it's a small thing. However, they have massive problems with people who don't clean up after themselves. The place is often one big mess where I have to clean up other people's mess before I can get started with my own training.",all
172,"They closed the steam bath, had bigger construction and still raised the price. And after all, I have to pay an extra month just to quit. Terrible business, unhelpful customer service.",all
173,It is delicious and clean in SATS Birkerød. They have a very good selection of machines,all
175,"When you sign up for a free trial on 23/7 when you get a trial period and free creation, it says that the first payment includes remaining days of the current month, prepayment for the next month as well as setting up fees.TOTALsum 0kr· you get this month from 23-31/7, next month and creation free of charge.Please note that you have to remember to cancel before 1/8, so as not to be charged for 1-30/9?, if you don't like the gym! That's why come and buy a month free of charge and we withdraw you for the month after! AND for that week from 23/7-31/7, even if there were any other charges in connection with registration.Bondeprisi, PAS AT THERE!When you call in and mail with them, they insist on having to have money.",Sanna
177,Training is good enough! But clearly bad that there is almost no team is more!! TRX away from the Fish Square really bad it was a super team!!! You have to jump around between places it is straining,all
183,I have been on teams in Abc and Falkoner since 2004. Can very highly recommend!!!,all
184,"Nice tools, good space and sweet staff. But there is no ventilation, damn buzzing, especially in the dressing room and the bath.Mvh Søren",Sanna
187,Solid training with Jacob.We gave it gasCan be recommended,all
188,"Incoming personnel, clean rooms and machines, no mess.",all
189,Again Karen in Herlev is the best and sweetest instructor •,all
190,"I paid for my membership three days ago and still haven't received a confirmation of registration or activated my membership. This hasn't happened, despite the fact that I was assured that it would be done today when I called in at 08:30.It's already impeccable that you have to wait from payment to the creation of membership, but it gives an even worse experience when you are given a prospect that doesn't happen.",all
191,"Nice selection for machinery equipment etc. however, unfortunately too hot, summer as winter. Also poor cleaning by machinery and equipment.",all
192,I LOVE to train in Sats Birkerød. Nice place and amazing staff and amazing people.,Sanna
194,"I am pleased with the positive development of team plan in Vallensbæk center. We have got one of the best instructors/hours within Pilates (Zsusanna) and Stram op (Janni). In addition, I am pleased with an energetic Body Jam (Annetta).",all
196,There could be 1-3 rowing machines underneath. +2-3 hand bike trainers in SATS Valby.,all
197,There is a good atmosphere and the teams I go on are super intensive. I feel comfortable when I've trainedRødovre - absolution and bodypump with Grethe Ziegler,all
198,"The indoor climate in SATS valby is so poor that it is tragic.The problem has supposedly been going on for many years.I am incomprehensible that you are content with this obvious problem when you have the country's most expensive subscription prices.The unhealthy indoor climate creates discomfort and great discomfort for the training course, and it can be felt very much by all visitors.Get control of your ventilation system! It is the least you have to offer your members. An indoor climate with heavy, humid air can bother the airways, and it is under all criticism that a fitness centre completely neglects this.",all
199,"Now this center at Frederiksberg Everyone soon had a sauna theme throughout the center for a month, now get the ventilation system done.",all
204,"Terrible course with the rate, Sats sends mine to the debt collection even though I have given both my account and short information. Shame you.If I could give 0, then I would have done it.",all
207,"Big gym spanning 3 floors. Good selection of benches and power racks. All equipment is of the lowest quality possible (Technogym) and has clearly been compromised to maximize profits. This lack of care for traning quality also becomes strenghtend by obscure rules, such as backpacks/gymbags or similar being forbidden in the gym. Receptionist staff are all super friendly and helpful, and the ALL-IN and heatwave yoga are excellent offers. This gym is very good at everthing not related to actual training. Would recommend if your looking for a cheap place to just do cardio and some strength training.",Sanna
208,Love this gym! Best instructors and facilities. Only FW gym on Funen that has Crossfit classes. Very good and big crossfit area as well,all
211,"Good equipment , not a busy location so it’s great. Staff friendly 😊",all
214,"Friendly staff, good instructors and nice bathing conditions",all
215,"Many broken machines.
There is dirt on the handles for the dressing rooms.
There is dust on several of the machines.
Music is played so loud on Saturday nights that you would think it was a disco. If only the music was good.
But it's just ""head knees and toes""
No staff on.",Sanna
216,"Ventilation in the summer is terrible, otherwise decent place",all
219,"Clean, nicely structured, good and well maintained equipment! 2 thumbs up.",all
224,Good atmosphere and friendly service.,Sanna
226,"Good gym with a very varied set of available equipment. Prices are cheap and it is open 24/7 with card access. Combined with good cleanliness and friendly staff, it's a good place to get in the daily workout.

Note that unlike most other gyms in the area, this particular Fitness World allows a cheaper membership that is ONLY valid for this one location. If you don't want access to multiple locations, this can yield extra savings.",all
230,"Clean and spacious, but some equipment could be a bit newer or more well maintained. The locker rooms are quite small here.",Sanna
231,Love this gym! People are very friendly and helpful. Love the atmosphere. My fiancé and I come here daily and it's really good.,Sanna
234,I broke my back,all
236,"I do not want to NEVER return to this center, unfortunate at first impression is what counts, although the teachers do a great job, if the receptionist shows her worst education and humor on a Saturday at 8 in the morning when you go happy to your  bike class and they ruin your morning because they almost treated you as a ""thief"" for taking a bike shoe (which of course you paid for before) from the counter (where in ALL the Odense centers of Fitness world you only go and take them) to  exception of the center of Tarupvej where you have to wait (even if you don't have time to wait because nobody and nobody is around to answer your call) that the receptionist comes to carry out the ""simple"" task of passing your shoes because you are not ""authorized""  to cross that very important and impenetrable downtown area !!!!",Sanna
240,Gloves for boxing are very bad,all
241,"Very friendly staff.  This is good but classes seem to be very early (4-5-6 in the evening) also in the  female changing room only 2 showers working, 2!!! With the amount of users there should be at least 4 and only 1 toilet. But staff and monitors very friendly.",Sanna
244,"Nice gym, friendly staff and much of a space.",Sanna
248,"Nice place, good environment, not too busy",Sanna
249,"Bondovej gym has been my regular and favorite gym for the last 2 years. Primarily because, in my opinion, it is the best pure gym center in this part of Odense🙃

equipment :
there is a lot of different equipment to choose from and it mainly consists of technogym plateloaded and machines as well as cable towers and there is a good mix of new and old, which appeals to me as I am a fan and often like the old equipment best. There is a sea of ​​grips and handles for the back and the same for the tricep and bicep. The only thing missing is a good seated cable row 🤫

Atmosphere/premises:
The center itself is divided into 3 large rooms with lots of space and high ceilings, it gives a nice spacious feeling even when there are many people. The division is great and is set up in a very logical context. The people are super nice and nice and there is really a feeling here that there is room for everyone! 🥰

Service:
The employees are just the nicest people and there is always time and energy for a hello or a little chat 🫠they are good at receiving rice and praise and listening to us users, so a huge pat on the back from here and keep having one of the best gyms in Odense😉",all
251,"This gym offers all items, equipment and facilities that you would need. There are two big weightlifting areas (including barbells, dumbbells and machines), a big cardio area (treadmills, crosstrainer, stepper, cycles, ...), an area with the usual workout machines, a TRX area and in the one weightlifting area you have some open space to do your own workout (there are spinning ropes, medicine balls, kettleballs, asults, ringes, etc.). Moreover there are two course rooms (1 for spinning, 1 for everything else). They offer a decent amount of fitness classes (the only thing I am missing is Body Combat). And I really like the 'freestyle' courses like Crossfit and Functional, because they include different equipments and are usually with only a few people so the trainer can focus on you. Everything is very clean, including the shower facilities. There is also a sauna and a steam bath. The ladies changing room comes with big mirrors, hair dryers and hair straightener. It's usually not to crowded and in my opinion super cheap (99 DKK for students).",all
253,Every day is biceps day,Sanna
254,Love it,Sanna
277,"well appointed gym; not crowded mid
morning",Sanna
358,"Wasted potential. This could be a good gym, but their obvious desire to minimize spending really hurts the customer experience.

Equipment is broken for weeks (sometimes months) at a time. Showers work intermittently, and when down, also take weeks to fix.

Locker room has lots of almost all half size lockers (many of which are broken) and these are only half occupied even at peak times. So why not install a room of full length lockers and keep them in working order? That would cost money. Can't do that it would seem.

There was a steam room. It was closed in early 2022, supposedly due to high energy prices at the time. Never reopened. No reason given, other then the ridiculous argument that somehow, by keeping it open, the whole business would fail and the gym would then have to close down.

And the minimal staffing means there's nobody to enforce the rules (CLEAN THE MACHINE WHEN YOU ARE DONE!) or do little things like fill up soap dispensers in the bathrooms and showers.",Sanna
364,"The gym is ok, although with rising prices I guess it became a bit expensive for what it offers. It is a bit small but very modern and fairly clean. At least more than other gyms I have seen in Copenhagen. It is often packed when it comes to using the barbell stations but definitely, I have seen it worse.

The staff is usually nice, although when you have a question (e.g. about billing etc.) it is all managed in a very confusing way. I do not think is their fault, but rather something related to their internal procedures and IT systems.

The classes are in Danish, but you can also find classes in English. Besides the language barriers, I find the classes useful and entertaining. Usually, the instructors are of a good level and there is quite a good variety.

The app is a welcome help for booking classes and other functions, although sometimes the user experience could be improved (and the same with the website).

I am still a client and I think the gym has the potential though to become even better. It depends on what the management will make out of it.",Sanna
370,"They raise membership prices without any warning, they closes the sauna without any explanations or due date, it takes them weeks to fix broken machines, and the changing room are usually disgusting at all times. No need to mention it is overly expensive, and that they don’t offer membership options (the only one being Mon-Fri until 3pm VS anytime, for 40kr difference). Furthermore, they brand it as Spa when there is only one small sauna which just reopened after several weeks, and is now missing features such as time and sensor. Unacceptable.",all
372,"Overall clean gym and welcoming personnel.

Nevertheless, the lack of maintenance leaves a bad taste, as for the same price you can have many more services in other  gyms, if you are willing to have broken locker rooms, for example.",Sanna
375,"Recently upgraded with new machines on top floor & Additional weights.
Kept decently clean, usually not too busy, sauna, large stretch/mobility area. Great staff.

The downstairs is where it's at. Racks on racks on racks all with full platforms. + A grass area for sleds and more.",all
382,"Unfortunately the gym is quite filthy all around. You cannot go and stretch on the mats without seeing the whole floor and the mat covered with little flakes (skin, dandruff...) and the smell of sweat. The dressing rooms are not any better. Generally, there should be cleaning happening at least 2-3 times a day. Now I already spoke with the employees and they said that they are doing it themselves and they only do it in the morning. That is a shame that the floor workers are taking care of the cleaning when there should be professionals doing it. This is not good enough. Additionally, the gym equipment and dumbbells are left lying around after use, so you cannot tell whether people are still using them. Not worth the money.",all
384,"The workers from the reception they don't even move... the service its so so bad... They don't have any qualification, the guy who gave me the subscription he didn't know how much I would payed and he lied to me.. he told me one month free, and I didn't get any month for free.. its was scam. Horrible service.",all
387,"For the money you pay the quality of the gym is very low.
- very dirty, everything is sticky
- for some reasons there are like hundreds of cardio machines and limited of lifting machines
- machines placed in a completely random order
- lack of weight plates and no order for these either
- showers slippery one needs to have Spider-Man abilities to walk there
- showers and sauna very dirty
- ok friendly staff",all
388,"A really good gym with a lot of equipment and other utilities (sauna etc). It has a great manager and other friendly employees that are always willing to help and provide information.
Went here for 5 months during my exchange abroad and honestly it is really good.",Sanna
390,"+ Big, nice view from some parts
+ Two nice saunas

- Small locker room, pretty dark. The lockers are tricky sometimes
- Crowded. No space because they have put equipment and machines in every corner of this gym?",all
391,"Small but cozy gym. Always very clean, well maintained and in order. The space is very open, doesn't feel suffocating. The equipment feels new. The atmosphere is great — people are respectful and welcoming and the employees are warm and friendly. It's not the biggest gym but has everything you need for weightlifting!",all
392,"I should not have believed the positive reviews before joining. This is possible the worst gym I have been in Copenhagen. It's CROWDED and the layout is terrible, there is just 1 machine for some basic exercises so you will always be waiting (just 1 machine for leg press, leg extension, chest flies, etc..). Other than that, the gym is old and in need of renovating. To make it even worse, the customer service in the call center or email is rude and won't listen to anything you might have to say. Avoid.",Sanna
393,"Medium size gym with aerobics classes. Instructors and staff are professional and friendly. Amazing view over the water from 1. floor. Parking can at times be challenging and a bit hazardous, as the beach road is quite narrow with a lot of traffic, so be careful when exiting or entering car!",all
397,"The legend has it that the Sauna used to function once… it’s been out of order for months now. Escalators always out of order... 4 soap dispenser in men’s shower, always empty. So far worst Sats I’ve been to.",all
398,"While it is spacious and with the ability to brag about a wide variety of equipment, the standard of several machines, is low. Many of the treadmills are particularly noisy (moreso than one would normally expect) due to lack of maintenance, same with the exercise bikes. Lack of maintenance is one of the major characteristics of this center. Things are more than often quite worn, or parts might be missing from certain equipment.

While the staff is friendly, they don't, in my experience, care much about upholding the rules of the center. At this point, after 1,5 years of attending this SATS, it seems the the patrons can behave however they wish. People lob around their backpacks and dufflebags in the training area, they go barefoot and may talk on the phone loudly (normally I'd be completely fine, but the noise level is consistently high, even if I wear headphones blasting loud music). Along with this, hardly anyone puts the weight plates back where they belong and even fewer wipe down the machines/equipment after use (The older crowd is good at cleaning up after themselves though, kudos)
The mens changing room is usually not that pleasant an experience, the patrons like to cough and blow out their snot and phlegm  into the only sink in the dressing room, providing the rest of the patrons with even more unsanitary conditions. Sometimes it smells like someone is cooking in there. I'm yet to find the source of it, but it's an odd smell for a changing room.

All in all, the center could, by providing the patrons with proper, sanitary and pleasant exercise conditions, flourish much more than it is now. I believe it would take a good effort from the again, friendly staff, by making sure that rules are followed by the patrons.",all
404,"A few stars for a nice location, however the place itself is dirty, machines are old / out of order, it’s lacking equipment and floor spacing (they rather want to sell clothes than utilize space for actual fitness equipment for us to work with). Cannot recommend",Sanna
405,"Underwhelming. SATS has the reputation of being a bit of an upper-class gym according to the pricing compared to other gyms, but in reality it’s filthy. Mold, dirt, outdated equipment…. The workout areas are not thought of to make them comfortable.",Sanna
406,"Messy, unorganized and strange gym culture. Very urban.",all
407,"Alright so the staff don't know the rules. First they say I can pause for 6 months with no problems, then it's 4 months and it costs 150 per month. It costs you to stop the membership and it will cost you to start it again.im paying +300dkk per month, for that price, I'm expecting much better service than this. Every time I want to do something the system is down. SATS will change your rules if you haven't been with fitness Dk for Long. The gym is big, and NO ONE re racks their weights. If I wouldn't have this gym at 100m I wouldn't honestly come back and I've been going to different gyms to +10 years",Sanna
409,Mohamad was a great help and went above and beyond. The customer service is top notch and I would recommend Sats to everyone!,all
412,"I don’t usually write reviews but this is by far the worst gym I have tried in my life. Equipments are old, staff is not friendly/welcoming, minimal classes outside work hours (who’s going to them?!?), no warning that cycling classes need your own shoes (what a waste of time turning up) and I was told there will be English classes (no one spoke English). Save yourself the hassle and join another gym or are all gyms this terrible in cph?",all
413,Horrible internet connection. Staff knows about it and it brings frequent complaints but the management won’t do anything about it.,Sanna
414,"Perfect geographical location. Unfortunately, equipement is so mid and kinda rusty in some cases. No problem with the staff tho. But accessoire wise, there's a lot of room for improvement.",Sanna
416,"The star is only for friendly staff.
The gym itself is a mess, and looks like no one is keeping it clean.
Sauna not working. Showers are under renovation but they didn’t install emergency showers either. Not even to mention the changing area 🤢 with old fashioned method of lockers.",all
418,"The men’s showers are better now, but still room for improvement",Sanna
421,"The gym itself is massive with a lot of different equipment and facilities. However, the service which the SATS' staff provides is below satisfactory. I had issues with my membership and none of the clerks tried to help despite me asking. Still, I would recommend this gym as opposed to others.",Sanna
422,Ok,Sanna
423,"I have been coming here on and off for 5 years. And it gets worse every time I return!
The hygiene in the bath and sauna is under all criticism! Toilet paper, bottles and water on the floor! This is not an isolated case! There needs to be a stronger member policy in the house and more cleaning

Training facilities etc are good",all
425,"Best place to train in kbh, free parking, and really nice helpful staff",all
427,"Very nice quite large fitness center. Plenty of equipment. Almost always vacant treadmills, bikes and cross trainers. Large spinning studio and two other studios for classes. Staff is very friendly, and people are in general nice. I have been a member the last ten years. There are no xxx heavy dumbbells which keeps away the pro body builder type. You can buy a quite large assortment of fitness beverages energy bars and coffee in the cafe.",Sanna
430,"Partly reasonable gym in the morning and afternoon, but after that it goes downhill. The evening is terrible: shouting groups of young boys who mostly use Sats as a youth club. But the worst part is that it is filthy in the evening - especially the toilets and bathrooms. There is a lot of snuff and wool from socks in the bathroom that needs to be cleaned - and no one mops the floor (neither staff nor users). The sauna and steam bath (closed) are clammy after a whole day of sweat. People use their own rules regarding the sauna, e.g. having an unofficial party with music in the sauna, so that others cannot enter without stinking of peppermint. The training area is also pretty minimal, e.g. no Precor machines or the like. Ventilation is almost always switched off (certainly to save electricity), which means that the air is heavy in changing rooms - especially in bathrooms, water drives down the walls and windows. The air is generally bad in the training area - and in addition there is often a smell of cigarette smoke and car exhaust, which comes down from the parking garage due to drafts (the glass doors are typically completely open). There is also a lot missing compared to previously under Fitnessdk, for example. free coffee. The quality is just decreasing and the clientele is going in the wrong direction: more suspicious types in the evening (and it's not the ones from Gentofte).

Bad gym!!!",all
431,"Flood in mens bath, sauna and steam bath often broken and maybe 8 out of 150 lockers actually work.. So you need to bring your stuff around the gym",Sanna
434,"After having been a member of Fitness World for 10 years, I chose to switch to rate and keep then a difference. Better machines, more dumbbells, and much more welcoming staff. It is clearly the best decision I made when I chose to switch to rate.",all
435,"It has now been difficult to find a cabinet that works for a long time. Today I drove home after trying 15 different lockers where the lock didn't work.
Are also tired of their own Corona rules not being followed.
So now I'm changing center.
Otherwise, I was happy to come there, so I hope they will soon get the various things under control so that I can come back.",all
439,fantastic service. nice equipment.,all
440,"Super delicious place with all imaginable training tools from turf, weights and general cardio to cross-country skiing. Lots of air and light and nice changing rooms. There is free parking.
Remember that you must use the padlock here and not the membership card for the lockers",all
442,Neat and clean place for workout.,Sanna
444,"The worst rate I have been in. Old and lousy fitness machines, small and bad layout... Find another center so last visit",Sanna
449,"Fantastic gym with tons of equipment. Plenty of options and plenty of space to move around. Lots of racks, benches, dumbbells, kettlebells, bands. Cardio equipment includes plenty of treadmills, bikes, stair climbers, etc.

Plenty of lockers available and I was offered a combo lock if needed. Affordable day pass (60 dkk) was easy to pay. There was always an employee at or near the front desk who was quick to help.",Sanna
