ID,text,annotator
49,"Not the best place to train, too many in a gym.",all
51,"Nice clean, sweet staff and good atmosphere",all
52,"Super good center (Slitter Rivej in Viborg • former FitnessWorld), welcoming staff, good indoor climate and a wide range of machines and tools. Only minus is that there are no teams...",Veron
53,"Good centre, good atmosphere and good employees",Veron
54,"I've been trying to work out in PureGym Vejlevej, Fredericia. My card has been jammed due to a situation that happened 3 days ago. I could understand on the manager who was working today (26/10/23 at 13.30) that the head office has decided to banish me for 2 years for threats which is the lie. Furthermore, the manager said that there is no sound on the surveillance but that I have threatened one of the members The right version is that I was pushed and threatened by a member who is clearly on steroids in PureGym. He was pushing me away and threatened me violently. The police came and questioned us both. The police closed the case (for 3 days ago 23/10/23 and did not want to look at the monitoring and assessed that he was not allowed to use both machines at the same time. But according to this manager's the head office will want to make a decision anyway. The police closed the case (for 3 days ago 23/10/23 and would not look at the monitoring and decided that there was no push on the threat or like. But the video. But, according to this case, the manager's got to the head manager's guy's guy's guy wants to run a guy's guy's quite want to make a decision anyway quite a decision. I made a decision. I made a decision. I made a decision. I have made a decision on the case.",all
55,"I'm not a member, I was about to sign up today at Rud Langgårdsvej, but the girl at the reception said that your boxing pillow has fallen. When it's up again, I'll sign in. Nice website/app you have.",Veron
56,Nice place to train with nice staff. You feel socially well with others who train.,Veron
62,"Nice centre to train in, always smiling and helpful staff.Passioned instructors on team training. Nice training environment to travel in.",Veron
63,So easy with parking - good instructors and accommodating throughout the center.,Veron
64,"Go mood, friendly staff, and cleaning tiptop",all
69,"Good director, good mood, clean and neat.",Veron
70,"Once again, PureGym proves to me how little their members mean. I meet in this morning to train. There are two women in the bike room who have really loud music, I go in and nicely ask if they won't turn down, where one of them breaks out that it's only for an hour and that they should be allowed to be here, I explain that the same thing applies to me and she just keeps repeating itself, so I just go out again. Later I get an email with a warning because of my inappropriate advice and then find out that one of the two women was a director. I don't get the opportunity to defend myself and tell my side and try to send a complaint to the member service, but also gets rejected and get a short answer to keep the warning. It's pure principle for me and it's so unfair, I've been a member for 10 years + and always behaved properly. To be treated like this after all ",all
71,Cosy center and talented instructors.Bike instructors are always well prepared.,all
72,"It's a nice place to come🙂, and there's the training equipment you need",all
73,"Skilled instructors, clean and well maintained center, welcoming staff and a good price• The bridge is really a great place, with a skilled manager.",Veron
75,"One of the best centres I've visited, it's big, tidy, clean, and there's the tools that need to be.",all
77,Always high standard with cleaning and staff with accommodating,all
78,Good reception at reception and easy to get started again,all
79,"Nice center with good director. However, is really sorry that senior training is so late Friday. 9:00 or 10:00 would be better. But we seniors often come in the last row.",Veron
81,Super atmosphere,all
82,Always welcoming staff There are the machines and equipment I need for my training,Veron
84,I have been a member for several years and am extremely pleased with their centers.Good amount of equipment in good condition and friendly staff.,Veron
86,Fitness at Skalbakken in Vanløse Is a small super cozy gym where coffee and chat are drunk. Some new lines have been painted on the walls but the bathroom doors are still very worn out and ugly. New machines are really needed. They are very worn out. PureGym So a little investment needs to be made before it gets quite good.,Veron
87,The center usually works well but within the last 3 weeks there have been errors on several machines - including leg pressure,all
90,"Moving on just moves past the boyfriend moving cardsIt's impossible to be allowed to pay sign up for us payment service but emails with reminders are still coming, we can't call you and you don't cooperate.A shame you have more focus on your UK owner into us users.",Veron
95,"Unfortunately, there are many machines that don't work, it's annoying and doesn't bother to come so often.",Veron
96,"Although atmosphere, helpful and turning staff. Many team options and nice atmosphere and indoor climate",all
97,Nice to come Puregym always smile staff and helpful,all
98,"I am generally happy with SATS, especially after having better opening hours. Sweet employees and usually good atmosphere on the ""floor."" However, there are some things that could be improved, including faster repair times of defective machines. 2-3 weeks is not all right, but unfortunately often a reality. Besides, you rarely see receptionists more, as these have apparently been given other tasks such as cleaning and cleaning up. I have also seen people go straight into my regular centre several times, without checking in, so unfortunately I also suspect cheating due to the often lack of reception staff. On the wish list is a SATS center in Hillerød:-) Otherwise I am perfectly satisfied with the 2 centres (BLOX and ABC) which I use primarily",all
99,"I had my first training in SATS valby about 10 years ago, the equipment is to today's date pretty much the same as then, i.e. it's all pretty worn out, especially the cable racks.The sauna is also downgraded with quality over time, and there's generally ugly and there's smells, people are some pigs and it's not SATS to blame that there's sniffing and all snooping on the floor but is being cleaned in there every day?You might doubt that.The running machines, on the other hand, are really good, but it's also the only praise I have to the center right now. I've quit my subscription down there because I don't feel it't worth the money, it would have been cheaper, such about half price then I might have kept my subscription.",Veron
100,"I am incredibly satisfied with SATS! The staff always seems polite and welcoming, the center is clean and neat, and there is a good culture among users to respect 'public space'. The sauna is amazing, and the changing is always nice and clean. There are many different kinds of teams, and the team trainers seem extremely competent and present. My only criticism, however, goes on the waiting lists for the teams, often there are over 30 people on the waiting list for popular teams for several weeks out in the future, and it makes it difficult to plan your training. Especially when you are at the top of the waiting list an existing day and have to stay'ready' for if you get space. I am aware that it is not SATS' 'guilty', although it is just great that their team is so popular, but it is unfortunately rather impractical and small annoying for us, who just really want to grow a lot of Gravity.But everything in everything I am extremely satisfied!",Veron
102,"Love my morning at the mall, the smiling morning staff make the day a little better",Veron
103,"Good atmosphere in Sats and numerous training possibilities, but it takes too long to repair and replace defective equipment.",Veron
104,"I had a good training day today, initially I needed help checking in, it was solved quickly, and the training went as it should. The staff is super sweet and nice, and always helpful. I asked if we got the TV back on the cardio machines (treadmills and elliptical cross trainer) because I really miss it, but was told that it is not paid for, okay, so it is, but it misses everything else funker.",Veron
110,"It seems that SATS only focuses on the large centres, for example in inner Copenhagen. I train among others in Vallensbæk. I have trained on the team with functional training for more than 5 years - the director is great. Now the team is closed with the reason that there are not enough participants on the team. No, there are no waiting lists on the team, debt offers quality and social cohesion. That's exactly what the smaller centres can offer, but it's obviously not a factor in SATS unfortunately.",all
112,"I work out in SATS in Nærum and after Thomas has started I've been working out there for 6 years, where the managers have changed out several times. BUT now it's under control. Thomas is present and attentive, the staff is the same and you always get a fresh remark when you come to the training.Here is clean and neat and manage everything. A super feel every time I work out and it's at least 5 times a week •MvhMona •",all
114,"Really delicious machines, good teams, cute employees, value for money, but there could be a need for some extra cleaning in the lady dress in general. Perhaps this is because most men are employed, which therefore does not access the dressing room just as much? But overall it is Nice",all
115,"Sats Glostrup.Maintenance of machines is under all criticism. Especially wrong in the spinning room, now there are at least 12 spinning bikes that don't work. This has been the status since I started up in May. Various standards on the bike computers, some old some newer (3 pieces.) it's too thin. Cold shower hasn't worked for 4 months. Always sweet and friendly staff:-)",Veron
118,Only one of the showers inside the women's dress had hot water so there was a queue for it. Please fix the others,Veron
119,Very negative. Instructor on Saturday's boxing team Glostrup rate played so loud music that it is intolerable to sit on the exercise bike in adjacent locals. Instructor was asked if it was possible to turn down the music a bit as it is not possible to close doors to the room. It became a clear no if we had problems with this we could just contact customer service and complain. Instead she deliberately raised the music and had a party. We had to leave Sats as it was not possible to keep outParking the square is 150m. From the center there one could hear the music dunking,Veron
121,"Arriving on SATS Glostrup. Now 1/3 of the spinning bikes have not been operational for six months, and the rest have not been maintained. If it wasn't for the instructors then I would have stopped my membership.",all
126,"Have you just heard that you will remove the mats for yoga that is also used for real many other hours what you think about has in mind so far that many won't buy a mat to try an hour so don't bother it's not cheap to buy a mat when you remove bicycle shoe boxing gloves you chose me from I don't buy wild expensive shoes or boxing gloves to try and maybe find out it's not something for me so I've chosen it from without knowing about it and now we've come to the mats you can't be in all those hours without having to Where did ""We have everything for your training"" it's not run?What will the next thing be for us to have weights but or end with that bath after workouts or the hours being replaced by a screen with someone who is japping it through. It gets well enough downhill for Sats",Veron
129,"(The review is written after 8 visits to the center over period of two months. In addition, I have a roommate who uses the center considerably more often, who has the same experience) There is a lack of general management of the center, otherwise it wouldn't be so bad... There is a lack of consistent hand alcohol in half of dispensations. - All toilets are grossly disgusting. It looks like no toilets are checked more than 2-3 times a day, which is absurd when you think of the amount of people who use the center daily. Staff should go a round every hour in peak hours, but move rarely from the counter, even when there are more at work. In addition, the toilets smell like a lack of basic cleaning (other than emptying the trash can and cleaning mirror) - no water vending machines, which means that you are forced into disgusting toilets to fill your small water bottle. - Several cabinets in the men's dressing room do not work, which means that it can be difficult to find a closet in any way.",all
132,"SATS Glostrup's sauna is always broken, 2-3 times a month it's broken. The cold shower hasn't worked for 2 months either. Find another center!!",all
134,"SATS Glostrup's sauna is always broken, 2-3 times a month it is broken. The cold shower hasn't worked for 2 months either. Find another center where these things might work otherwise find another provider of fitness.",all
139,"Keeping an eye on your bills - SATS likes to add extra payments without informing you about it.Your systems are in such a poor condition that they remove campaign benefits. In my case, it gave an extra bill on a month's subscription. Furthermore, they provide in the centers a wrong guide when it comes to setting up payment methods. If you sign up after 14th of the month, you must add payment methods to the center so that they can use the chosen method for the coming month. I was told in the center that I should just have done it before the next 14.Your payment department by phone is fairly cold and indifferent to their centers providing incorrect information upon registration. As well as that their systems impose extra payment without it being written anywhere.All in all this is not a business that I personally would trust. They cheat their customers and disbelieve all responsibility.",all
140,Have of 2 laps experienced that they withdraw money even though I have put my subscriber on hold,all
141,I'm impressed by our bike instructor Per Bille he is superbly skilled and can draw full house.Pump.Dangerous to let a not finished pump instructor teach. It happens on Mondays where non-trained instructor teaches.I get worried.negative due to cleaning and bathing conditions. Unfortunately.,all
142,"I enjoy being on Pernille's yoga team, just as I enjoy training alone.",all
149,"Sats westernport Absurd bad service is the first...Absurd Bad service is the first theorem that I choose to start this review withThe evening to Wednesday I'll be met someone who doesn't say hello orler have a good day, she's busy talking to her colleague. seems so bad style and not least incredibly bad service.",all
151,Because of illness I didn't need my membership and was recommended to suspend it for 45kr a month. After 1 month I would then cancel completely and then get to know that I can only by paying a full month regardless I can't make use of it. I have then paid for 2 months plus a month in suspension and I haven't been to the center once!!-----updated 24-8. Sats has after the above contacted me and we have found a solution that satisfies us.,all
152,"Play extension still doesn't work. Otherwise, things in the gym do work well. The staff is friendly and always greets. However, I'm unhappy with changing, bath and sauna. It's very dirty and disgusting. It doesn't smell good. The saun itself needs a look through. The glass door doesn't close so it doesn't get really hot. It's constantly humid in there and not a dry heat like it should be in a sauna. The wood bench is almost rotten and the bottom part is about to fall off with nails looking forward. Last time I was there was toilet paper on the floor underneath the bench and the floor was characterized by not having been cleaned for long. It's mildly disgusting and disgusting to use your facilities and the price taken into consideration for the fitness subscription with you vs. other offers it's not okay. I hope it's soon it's fixed. Vh Jeppe Jeppe Jeppe Jeppe.",Veron
155,Be onest a least,all
158,"It looks worn out. Again machines that are out of service (3 pieces), machines that are rusted and machines that are removed",all
159,There's still a lot of treadmills out of service...... get 'em done or get 'em out of the way...,all
163,"We have just started and received a very friendly, personal reception. All equipment was tip, top. Looking forward to continuing to come SATS Køge, white city",Veron
164,People block the machines while they're sitting and staring in their phones.People aren't nice to make the machines run when they're done.,Veron
167,"Nice, clean and all you need",Veron
168,As usual - all good,Veron
169,"Generally speaking, SATS Valby is a good place to train. They could invest in a little more weightlifting equipment, but it's a small thing. However, they have massive problems with people who don't clean up after themselves. The place is often one big mess where I have to clean up other people's mess before I can get started with my own training.",all
171,Must pay for an extra month even though I quit my membership before the 1st in their shitty terms it says well hidden away that you are tied +1 month even if you quit before the 1st bad style,Veron
172,"They closed the steam bath, had bigger construction and still raised the price. And after all, I have to pay an extra month just to quit. Terrible business, unhelpful customer service.",all
173,It is delicious and clean in SATS Birkerød. They have a very good selection of machines,all
177,Training is good enough! But clearly bad that there is almost no team is more!! TRX away from the Fish Square really bad it was a super team!!! You have to jump around between places it is straining,all
179,"Good gym, good team instructorSats Gentofte and Majbrit Demant as instructor",Veron
180,"After SATS, Nærum two months ago has hired a new daily manager, Thomas, Thomas has really put into practice the purity and structure of the Centre.Thomas went in from the first day and took over team training at Senior Functional when the director stopped at today's notice.He also set up a new team, STRAM UP, and runs these teams better and more educational than you have known through a membership in DK./SATS for the last 15 years.Imported rated the Nærum Centre 6 months ago to 3 stars.Good work! - Make sure to keep him!",Veron
183,I have been on teams in Abc and Falkoner since 2004. Can very highly recommend!!!,all
187,Solid training with Jacob.We gave it gasCan be recommended,all
188,"Incoming personnel, clean rooms and machines, no mess.",all
189,Again Karen in Herlev is the best and sweetest instructor •,all
190,"I paid for my membership three days ago and still haven't received a confirmation of registration or activated my membership. This hasn't happened, despite the fact that I was assured that it would be done today when I called in at 08:30.It's already impeccable that you have to wait from payment to the creation of membership, but it gives an even worse experience when you are given a prospect that doesn't happen.",all
191,"Nice selection for machinery equipment etc. however, unfortunately too hot, summer as winter. Also poor cleaning by machinery and equipment.",all
194,"I am pleased with the positive development of team plan in Vallensbæk center. We have got one of the best instructors/hours within Pilates (Zsusanna) and Stram op (Janni). In addition, I am pleased with an energetic Body Jam (Annetta).",all
195,I think door is a good training center. I just think you should be more obscene that there are some who train in their out footwear but it's not anywhere but all in all ok,Veron
196,There could be 1-3 rowing machines underneath. +2-3 hand bike trainers in SATS Valby.,all
197,There is a good atmosphere and the teams I go on are super intensive. I feel comfortable when I've trainedRødovre - absolution and bodypump with Grethe Ziegler,all
198,"The indoor climate in SATS valby is so poor that it is tragic.The problem has supposedly been going on for many years.I am incomprehensible that you are content with this obvious problem when you have the country's most expensive subscription prices.The unhealthy indoor climate creates discomfort and great discomfort for the training course, and it can be felt very much by all visitors.Get control of your ventilation system! It is the least you have to offer your members. An indoor climate with heavy, humid air can bother the airways, and it is under all criticism that a fitness centre completely neglects this.",all
199,"Now this center at Frederiksberg Everyone soon had a sauna theme throughout the center for a month, now get the ventilation system done.",all
204,"Terrible course with the rate, Sats sends mine to the debt collection even though I have given both my account and short information. Shame you.If I could give 0, then I would have done it.",all
205,"Professional advice, high quality machines for training, comfortable physical framework to train in...",Veron
208,Love this gym! Best instructors and facilities. Only FW gym on Funen that has Crossfit classes. Very good and big crossfit area as well,all
210,Lots of space and it's nice and clean,Veron
211,"Good equipment , not a busy location so it’s great. Staff friendly 😊",all
212,Very nice 😉,Veron
214,"Friendly staff, good instructors and nice bathing conditions",all
216,"Ventilation in the summer is terrible, otherwise decent place",all
218,🤩,Veron
219,"Clean, nicely structured, good and well maintained equipment! 2 thumbs up.",all
226,"Good gym with a very varied set of available equipment. Prices are cheap and it is open 24/7 with card access. Combined with good cleanliness and friendly staff, it's a good place to get in the daily workout.

Note that unlike most other gyms in the area, this particular Fitness World allows a cheaper membership that is ONLY valid for this one location. If you don't want access to multiple locations, this can yield extra savings.",all
234,I broke my back,all
240,Gloves for boxing are very bad,all
245,I love it,Veron
249,"Bondovej gym has been my regular and favorite gym for the last 2 years. Primarily because, in my opinion, it is the best pure gym center in this part of Odense🙃

equipment :
there is a lot of different equipment to choose from and it mainly consists of technogym plateloaded and machines as well as cable towers and there is a good mix of new and old, which appeals to me as I am a fan and often like the old equipment best. There is a sea of ​​grips and handles for the back and the same for the tricep and bicep. The only thing missing is a good seated cable row 🤫

Atmosphere/premises:
The center itself is divided into 3 large rooms with lots of space and high ceilings, it gives a nice spacious feeling even when there are many people. The division is great and is set up in a very logical context. The people are super nice and nice and there is really a feeling here that there is room for everyone! 🥰

Service:
The employees are just the nicest people and there is always time and energy for a hello or a little chat 🫠they are good at receiving rice and praise and listening to us users, so a huge pat on the back from here and keep having one of the best gyms in Odense😉",all
251,"This gym offers all items, equipment and facilities that you would need. There are two big weightlifting areas (including barbells, dumbbells and machines), a big cardio area (treadmills, crosstrainer, stepper, cycles, ...), an area with the usual workout machines, a TRX area and in the one weightlifting area you have some open space to do your own workout (there are spinning ropes, medicine balls, kettleballs, asults, ringes, etc.). Moreover there are two course rooms (1 for spinning, 1 for everything else). They offer a decent amount of fitness classes (the only thing I am missing is Body Combat). And I really like the 'freestyle' courses like Crossfit and Functional, because they include different equipments and are usually with only a few people so the trainer can focus on you. Everything is very clean, including the shower facilities. There is also a sauna and a steam bath. The ladies changing room comes with big mirrors, hair dryers and hair straightener. It's usually not to crowded and in my opinion super cheap (99 DKK for students).",all
257,"An Unhygienic Coronavirus Petri Dish.

I have been working out in several Fitness world centers around Copenhagen, and when it comes to basic matters of hygiene, this center is the worst. I have visited the center a couple of times so what I describe here is not an outlier.

There is an extreme limited number cleaning liquid dispensers - usually 1 or 2 per large room

Nobody cleans their equipment after use. Nor does the staff encourage basic hygienic behavior.

I have not at any point seen any employees go about doing their cleaning routine.

I find this lack of responsibility astounding since we are in the middle of a hotspot in the middle of a pandemic. I have visited other fitness world centers that do take their responsibility seriously.",Veron
260,"The gym is great, spacious and has everything, and the personel is friendly and helpful.

However, the gym members are often not aware at all of gym etiquette: sharing gym equipment, respecting common spaces to allow other users to access the equipment, or even being just nice and polite. It's happened to me that I asked a user if I could borrow the dumbbells for a quick set after he finished a set, to which he reacted angrily saying that they were his and I had to wait for him to be done. When expressing my surprise and thinking he was rude, he chased me to ask me angrily what he did wrong, he's using them, they're his, what's wrong with that? I tried to explain that I only needed them for one set as he was done with his, while he was resting, since there were no other available. To which he replied that I could go to the other end of the gym to get the same ones, and he does not see why he has to share them with me since he is using them. I trained with other weights, and after I finished my 3 sets, he was still not done with the weights. So, I could have waited a long time for him to be done. That's just one example among many others. Very often people train right in front of the dumbbells rack, admiring themselves in the mirror, hence occupying the whole area in front of the rack and not allowing anyone to pick dumbbells. Once I tried to explain, and just received an angry answer that he moved away so there was space, why am I making a problem? He didn't see any problem. But at this stage, I think it's just a problem of education and behaviour in common spaces, more than a lack of knowledge about gym etiquette.

Moreover, many users do not even respect the gym's clearly specified rules at all: no training with your bag in the gym, no outdoor shoes for training, using disposable shoe covers when entering the gym, or cleaning the equipment after use. Obviously, training during peak hours is a nightmare, and it is best to train when it is less crowded.",Veron
264,"Huge training space. Good quality classes. Would be great for me if instructor use a little bit of English too for the people who don't speak danish.
I like fitness world.",Veron
267,"The Studio is not in best Shape. As Many before me wrote: it’s very small, the devices are packed!! Could be a lot cleaner - especially the toilets.
But what bothered me most is the very little amount of training devices: Not a big selection to choose from and therefore missed a lot of my usual training equipment.
The biggest critique point for me is the age of the devices: they are all old, especially the Steppers on the second floor are A NIGHTMARE. Everything could be a lot more modern.
Also big critique: the staff literally has no idea about nothing. You get different info everywhere, they don’t know anything about the contracts or what info you need to sign up for a membership. Also found all of them to have a certain „annoyed“ attitude.
I am really truly disappointed in the Studio especially because from outside it gave such a nice impression.
Will go to another fitness world studio in the future and hope that the next one will be more modern and clean und the staff maybe a little more educated.",Veron
268,"Watch out! In the mens changing rooms there are someone unscrewing the locks so they can open the lockers even if you have your own lock on.

This has been a big problem over the last year. And Fitness World do not inform you about this!!!!",Veron
273,"Go-to location.
Very spacious and always clean.
Staff are nice and helpful.
And overall atmosphere is very easy going yet focused and motivating :)

Check it out yourself though",Veron
278,"Never really too busy but it is quite small. Like alot of fitness worlds it could update the machines.
Generally its very clean, its one of the better fitness worlds.",Veron
279,Gym has only very limited service times. Impossible to workout after this time if you only want to workout for a day.,Veron
284,"If you wish to pick up heavy things and put them down again in the ugliest building in town you've come to the right place. This place has it all! It's got infinite running things, stay-still-pedallers, heavy handles, pull ropes, hard-to-pick-up-if-you're-weak balls, make-your-life-difficult machines and hulahoops. All are kept well maintained and on a leash if necessary. According to rumors, there are also classes for different things but I don't know anything about that. Get the app,  it helps with stuff I've never used and looks nice.

*EDIT* I'm revoking a star for no longer being open 24 hours! I wanna lift at night! Otherwise, no change.",Veron
286,"Air conditioning is not turned on. Instead they put a couple of fans around the gym, which just move hot air around. Not super clean but I've been to worse places. Some machines are broken for weeks without maintenance.

Good thing is that people put the weights back",Veron
292,"Unfortunately this gym has been severely worsened by the “upgrade” in connection with the change to PureGym.
The machines (Matrix) are really bad and it seems that there’s less equipment too.
Will not be coming back.",Veron
295,"Very nice gym with brand new machines. Very clean, paint is all new and staff is super nice.

Price is also great.",Veron
297,"Jesus Christ..
this place needs a deep cleaning !!!!  The shower is full of spiderwebs, the mats were all very wet of sweat..

Be careful at the room were they do boxing the wood floor is very slippery

Not enough  hygge but:

Friendly employees !
Cool time at the boxing class!",Veron
298,"I give 1 star more than #fitnessworld actually deserves for the great ""hold"" instructors. Otherwise it is a poor service fitness center that want to rip you off at every turn. I got a special offer when I signed up because it was FW birthday - ""All-in"" free for one month. It was the end of month and I did not get to use it at all. But to my big astonishment, it was an opt-in subscription service, so I was actually billed for the next month without even being notified beforehand! I cancelled it right away but I had to pay for that month anyway. So I used it a few times. And here comes the next surprise - again I was billed for the product I ""bought"" on top of my monthly fee.
I am asking, is that what a reputable fitness chain do? I doubt..",Veron
299,"One of the better fitness worlds, nice and open, high ceilings, nice facilities.

Only thing that stopped it being 5 stars is the lack of cleanliness in the bathroom/shower areas sometimes",Veron
306,"Englandsvej, It's good and I enjoy training there with different machines BUT I didn't give 5 stars because we have to refill our water bottles from the toilet sink!
Hope they will make a separate place for water.",Veron
307,"Yet another Fitness World center, which have been worsened by the PureGym-makeover.
Strenght training has been compressed into too little space and instead they added a lot of useless cardio equipment for amateurs. It’s becoming more and more clear that the latter is the clientele which PureGyms wants to cater to - not us, who consistently go to the gym +5 times a week.
It’s such a pity with this systematic destruction of the relatively few good gyms we have.",Veron
314,"This place is great!
They have all you need and they're open 24 hours, if it was even a bit dirty it's because lazy members do not know how to behave! People working there are trainers and office staff they are not your slave and they are not there to clean you mess! But there is one thing that drives me crazy and I was trying to ignore it but it is a bit hard now... the music when the staff leaves. If any staff employee of FW is reading it, can you PLEASE contact the staff in this gym and asked them to when they leave at 8 PM maybe set some radio or some motivational music? There was this one day that the song got stuck it was play allllllllllll night long, the same one song, and it was not even a good one, and literally after 40 mins I left coz not even my headphones helped. And yesterday there was some country music. In general after 8 there is always ""not the best music"" and I think if it's like this I'd prefer to work out in silence.
But otherwise as I mentioned great place.",Veron
316,"A lot of young people go to this gym, and don't appreciate or follow gym etiquette. Often leaving weights where they use them, don't clean the machines after use and often sit for a long time looking at their phones. The gym is not staffed all the time and so no one tells these children to clean up after themselves.

Otherwise the gym is fine with modern and working machines. It can be a little cramped in some areas where the free weights are used, but this wouldn't be a problem if people were not so entitled and treated it like their personal gym.",Veron
317,"The average age of the members in this gym must be somewhere around 17/18 at the most. Its pretty close to a folkeskole, hence you'll find alot of kids and teenagers in this gym.They come in large groups and take all the space (in an already very small gym) by basically playing around, acting like they're at a playground.

Other than that, the gym is very dirty and messy (This is also due to most of these teenagers neither sanitizing/cleaning up after themselves) and the music is too loud as well as being very poorly choiced songs.",Veron
323,"I'm shocked after reading reviews that are just 3 years old (urban gym) compared to today. Looks like it was a nice location some time ago. Since the last years the gym changed 3 times the owner. Now it's puregym and it's just disgusting. Staff (if someone is there, after 6 no one is working) is unfriendly and lazy, not motivated to help you at all. No introduction when I started there, no refund  after problems with the snack vending machines.

While heavy rain you can enjoy a shower from the roof. It's dirty as hell, everything sticks and it's disgusting to touch. And that's for all areas. Feels like the changing room is cleaned ones a week or less.

Most of the cardio machines are not working properly and cleaned max one time a day. It took 6 weeks to fix 3 bikes and 2 cross trainers. But still all of them have miss functions with the computer. To get the heart rate is a lottery and the rest of the numbers is also not working correctly. There is not even one digital clock in that gym, so smartphone or smartwatch is a must if numbers and timing is important.

If you want to take a class, good luck. There are just 2 offers at 3 dates in the week. But you pay for it.

I don't get why this location is one of the most expensive ones and I need to pay extra to train there. It's just scam and the worst gym I joined in the last 20 years.

So if you just move some irons and have lot's of experience it's totally fine to train with that old rubbish. With less experience and focus on different things you are totally lost.

The only good thing are the other people, most of them are friendly. The gym itself is just disgusting and not worth the money. That's just the review for that certain location.",Veron
328,"Terrible.

They changes my membership 2 times without me telling to do so.
First time i has to pay a supplement of 100 dkk because a mistake of one of the brilliant guys working there.

Second time they set my main gym elsewhere, so today i had to pay 30dkk extra to go to the gym i usually go.

On top of that, the first mess they did was not fixed. It is impressive how Fitness World hire the brightest minds in Denmark.",Veron
333,"I've worked out in three different gyms in Copenhagen and this one was clearly the worst. There aren't enough showers in the men's locker rooms and they are incredibly wastefull in water. Another low point is the door system letting you in the gym, which keeps denying you the entrance if you're not perfectly positioned inside the cabin - too much fuss for nothing. Also, there are many annoying teenagers that aren't there for serious training, they're loud and using the equipment for fun while other people want to go on with their workout.

Otherwise the amenities for the workout per se are good and various.",Veron
335,"I’ve been a member for 3 months, and I’ve got to say the new management is doing a great job. Clean, open and welcoming. Not too many machines, but plenty of room for circuit training.

CrossFit, cardio, stretching, body weight, running, free weights, and machines.",Veron
337,"I cannot comprehend how anyone could open a gym of this size without thinking about any ventilation or air conditioning whatsoever. Its humid, smelly, unpleasantly hot and always crowded… Not to mention that the distribution and number of equipment is terrible… Say good bye to bench press - you wont be able to find empty bench for you.
(But the staff is nice and kind)",Veron
